Consider yourself in the position of an active learning component to help a human annotator. You have to choose the instances that the annotator has to label. You are given a set of instances of a dataset. You can only choose 100 instances. Please think step by step about what you would do to select the instances to label. After this provide the list of instances that you would label, separated by a comma. For example, if you would label the instances 1, 4, 5 then the output should be: 1, 4, 5 The following instances are given to you (seperated with "\n ##### \n"): 

 ##### 
0. disappointingly generic nature  [ID: 65327]
 ##### 
776. screams  [ID: 54483]
 ##### 
777. there has been a string of ensemble cast romances recently ... but peter mattei 's love in the time of money sets itself apart by forming a chain of relationships that come full circle to end on a positive ( if tragic ) note .  [ID: 14088]
 ##### 
778. may marginally enjoy the film  [ID: 32660]
 ##### 
779. feel like a chump  [ID: 30261]
 ##### 
780. together ( time out and human resources ) establish mr. cantet as france 's foremost cinematic poet of the workplace .  [ID: 43453]
 ##### 
781. will be delighted with the fast , funny , and even touching story .  [ID: 7579]
 ##### 
782. sophisticated film  [ID: 60732]
 ##### 
783. tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet .  [ID: 36292]
 ##### 
784. easily one of the best and most exciting movies of the year .  [ID: 57680]
 ##### 
785. becomes the last thing you would expect from a film with this title or indeed from any plympton film : boring .  [ID: 61137]
 ##### 
786. banality and hypocrisy  [ID: 6536]
 ##### 
787. one hollywood cliche  [ID: 57865]
 ##### 
788. approached the usher and said that if she had to sit through it again , she should ask for a raise .  [ID: 19829]
 ##### 
789. something has been lost in the translation ... another routine hollywood frightfest in which the slack execution italicizes the absurdity of the premise .  [ID: 32838]
 ##### 
790. transparently hypocritical work  [ID: 55883]
 ##### 
791. extravaganza  [ID: 8821]
 ##### 
792. extremely flat  [ID: 10418]
 ##### 
793. the testosterone-charged wizardry of jerry bruckheimer productions  [ID: 44471]
 ##### 
794. the movie is remarkably dull with only caine making much of an impression .  [ID: 2357]
 ##### 
795. motivated by something more than franchise possibilities  [ID: 53397]
 ##### 
796. is silly but strangely believable .  [ID: 53123]
 ##### 
797. may well  [ID: 15149]
 ##### 
798. if disney 's cinderella proved that ' a dream is a wish your heart makes , ' then cinderella ii proves that a nightmare is a wish a studio 's wallet makes .  [ID: 10141]
 ##### 
799. piercingly affecting ... while clearly a manipulative film , emerges as powerful rather than cloying  [ID: 52687]
 ##### 
800. good-naturedly  [ID: 39507]
 ##### 
801. is on full , irritating display  [ID: 6259]
 ##### 
802. a minor film with major pleasures from portuguese master manoel de oliviera  [ID: 21544]
 ##### 
803. best and  [ID: 66483]
 ##### 
804. a different movie -- sometimes tedious -- by a director many viewers would like to skip but film buffs should get to know .  [ID: 37480]
 ##### 
805. every once in a while , a movie will come along that turns me into that annoying specimen of humanity that i usually dread encountering the most - the fanboy  [ID: 3667]
 ##### 
806. you leaving the theater with a smile on your face  [ID: 47859]
 ##### 
807. a fine  [ID: 52753]
 ##### 
808. a fresh idea  [ID: 12854]
 ##### 
809. gorgeous , passionate  [ID: 65432]
 ##### 
810. high romance ,  [ID: 66682]
 ##### 
811. cutting impressions  [ID: 20768]
 ##### 
812. a middle-aged romance pairing clayburgh and tambor sounds promising  [ID: 12396]
 ##### 
813. , the picture realizes a fullness that does not negate the subject .  [ID: 26341]
 ##### 
814. are jarring and deeply out of place in what could have ( and probably should have )  [ID: 55337]
 ##### 
815. the work of an exhausted , desiccated talent who ca n't get out of his own way .  [ID: 46519]
 ##### 
816. unbearable  [ID: 55144]
 ##### 
817. give you  [ID: 45986]
 ##### 
818. guarantee  [ID: 32697]
 ##### 
819. in its treatment of the dehumanizing and ego-destroying process of unemployment , time out offers an exploration that is more accurate than anything i have seen in an american film .  [ID: 56974]
 ##### 
820. who , exactly , is fighting whom here ?  [ID: 33535]
 ##### 
821. at this time , with this cast , this movie is hopeless  [ID: 549]
 ##### 
822. blockbuster  [ID: 61906]
 ##### 
823. enjoy seeing how both evolve  [ID: 8208]
 ##### 
824. , barbershop gets its greatest play from the timeless spectacle of people really talking to each other .  [ID: 19208]
 ##### 
825. dreamed up such blatant and sickening product placement in a movie  [ID: 33863]
 ##### 
826. what is otherwise a sumptuous work of b-movie imagination  [ID: 41405]
 ##### 
827. the terrifying message  [ID: 5677]
 ##### 
828. weaving a theme  [ID: 54651]
 ##### 
829. imagine the cleanflicks version of ` love story , ' with ali macgraw 's profanities replaced by romance-novel platitudes .  [ID: 48084]
 ##### 
830. to call this one an eventual cult classic would be an understatement  [ID: 46134]
 ##### 
831. disjointed ,  [ID: 37466]
 ##### 
832. compelling film .  [ID: 48781]
 ##### 
833. a too-conscientious adaptation  [ID: 14764]
 ##### 
834. with an adequate reason why we should pay money for what we can get on television for free  [ID: 44142]
 ##### 
835. genuinely  [ID: 11139]
 ##### 
836. this odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in morton 's ever-watchful gaze --  [ID: 27499]
 ##### 
837. fascinate me  [ID: 28487]
 ##### 
838. trash cinema  [ID: 12222]
 ##### 
839. distasteful and downright creepy  [ID: 46485]
 ##### 
840. of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow  [ID: 30062]
 ##### 
841. stays in formula -- which is a waste of de niro , mcdormand and the other good actors in the cast  [ID: 44398]
 ##### 
842. takes us on an examination of young adult life in urban south korea through the hearts and minds of the five principals  [ID: 10319]
 ##### 
843. a sour little movie  [ID: 48674]
 ##### 
844. the tuxedo 's 90 minutes of screen time  [ID: 35084]
 ##### 
845. '' is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling .  [ID: 35023]
 ##### 
846. of respect to just one of those underrated professionals who deserve but rarely receive it  [ID: 62570]
 ##### 
847. beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart .  [ID: 64788]
 ##### 
848. crafty  [ID: 8384]
 ##### 
849. american blockbusters  [ID: 48759]
 ##### 
850. the problems and characters it reveals are universal and involving  [ID: 33351]
 ##### 
851. like a drunken driver  [ID: 36886]
 ##### 
852. , you might soon be looking for a sign .  [ID: 32612]
 ##### 
853. a james bond series for kids  [ID: 63406]
 ##### 
854. proves to be a good match of the sensibilities of two directors .  [ID: 64395]
 ##### 
855. a smart , nuanced look  [ID: 42871]
 ##### 
856. misses a major opportunity to be truly revelatory about his psyche  [ID: 39357]
 ##### 
857. is one of the biggest disappointments of the year .  [ID: 30464]
 ##### 
858. most hollywood romantic comedies  [ID: 56534]
 ##### 
859. in the present  [ID: 38771]
 ##### 
860. seems to have cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last-minute , haphazard theatrical release .  [ID: 8495]
 ##### 
861. to go see this unique and entertaining twist on the classic whale 's tale  [ID: 42216]
 ##### 
862. almost immediately that welcome to collinwood is n't going to jell  [ID: 47935]
 ##### 
863. farts , boobs ,  [ID: 21276]
 ##### 
864. pack some serious suspense  [ID: 48570]
 ##### 
865. more than capable of rewarding them  [ID: 39772]
 ##### 
866. the film belongs to the marvelous verdu , a sexy slip of an earth mother who mourns her tragedies in private and embraces life in public  [ID: 7719]
 ##### 
867. a distinct rarity  [ID: 53685]
 ##### 
868. ambitious comic escapade  [ID: 27226]
 ##### 
869. otherwise bleak  [ID: 30411]
 ##### 
870. to find a movie with a bigger , fatter heart than barbershop  [ID: 48174]
 ##### 
871. the hours , a delicately crafted film , is an impressive achievement in spite of a river of sadness that pours into every frame .  [ID: 9118]
 ##### 
872. an arcane area of popular culture  [ID: 39214]
 ##### 
873. this world more complex  [ID: 64815]
 ##### 
874. would n't matter so much that this arrogant richard pryor wannabe 's routine is offensive , puerile and unimaginatively foul-mouthed if it was at least funny  [ID: 36354]
 ##### 
875. terrible  [ID: 23207]
 ##### 
876. with a fresh point of view  [ID: 10451]
 ##### 
877. nasty comedy  [ID: 48260]
 ##### 
878. fails in making this character understandable , in getting under her skin , in exploring motivation ... well before the end , the film grows as dull as its characters , about whose fate it is hard to care .  [ID: 66968]
 ##### 
879. to its insanely staged ballroom scene , in which 3000 actors appear in full regalia  [ID: 57903]
 ##### 
880. worse stunt editing  [ID: 12228]
 ##### 
881. works even without vulgarity , sex scenes , and cussing  [ID: 12641]
 ##### 
882. continues to systematically destroy everything we hold dear about cinema , only now it 's begun to split up so that it can do even more damage  [ID: 31037]
 ##### 
883. the cutting-room floor of any given daytime soap  [ID: 35843]
 ##### 
884. very entertaining , thought-provoking film  [ID: 13665]
 ##### 
885. in her most charmless  [ID: 299]
 ##### 
886. a teen movie with a humanistic message  [ID: 36225]
 ##### 
887. vision is beginning to feel  [ID: 18402]
 ##### 
888. for its originality  [ID: 40175]
 ##### 
889. the most fluent of actors  [ID: 46372]
 ##### 
890. '' has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end .  [ID: 34835]
 ##### 
891. will enjoy .  [ID: 50976]
 ##### 
892. this sucker  [ID: 55516]
 ##### 
893. a sleep-inducingly slow-paced crime drama with clumsy dialogue , heavy-handed phoney-feeling sentiment , and an overly-familiar set of plot devices .  [ID: 23433]
 ##### 
894. if routine action and jokes like this are your cup of tea , then pay your $ 8 and get ready for the big shear .  [ID: 26766]
 ##### 
895. but not great )  [ID: 34111]
 ##### 
896. the film 's sense of imagery gives it a terrible strength , but  [ID: 17628]
 ##### 
897. ozpetek avoids most of the pitfalls you 'd expect in such a potentially sudsy set-up  [ID: 60885]
 ##### 
898. victorious revolutionaries  [ID: 65365]
 ##### 
899. pretty much sucks , but has a funny moment or two .  [ID: 7100]
 ##### 
900. and , there 's no way you wo n't be talking about the film once you exit the theater .  [ID: 7434]
 ##### 
901. be going through the motions , beginning with the pale script  [ID: 41986]
 ##### 
902. trotting out threadbare standbys  [ID: 63413]
 ##### 
903. display than a movie , which normally is expected to have characters and a storyline  [ID: 16965]
 ##### 
904. magnificent to behold in its sparkling beauty  [ID: 9378]
 ##### 
905. often looks like an episode of the tv show blind date , only less technically proficient and without the pop-up comments .  [ID: 44647]
 ##### 
906. the comedy  [ID: 35796]
 ##### 
907. should make it required viewing in university computer science departments for years to come .  [ID: 31523]
 ##### 
908. regret and , ultimately ,  [ID: 30455]
 ##### 
909. so sketchy it amounts to little more than preliminary notes for a science-fiction horror film  [ID: 57370]
 ##### 
910. worse stunt editing or  [ID: 19398]
 ##### 
911. a sharp satire of desperation and cinematic deception .  [ID: 57206]
 ##### 
912. all sides  [ID: 33899]
 ##### 
913. favored  [ID: 14986]
 ##### 
914. the film boasts at least a few good ideas and features some decent performances  [ID: 6807]
 ##### 
915. only has about 25 minutes of decent material .  [ID: 55773]
 ##### 
916. shakespeare 's macbeth  [ID: 29505]
 ##### 
917. take the warning literally , and log on to something more user-friendly  [ID: 30388]
 ##### 
918. do that is really funny  [ID: 39955]
 ##### 
919. more confused ,  [ID: 62399]
 ##### 
920. into a poem of art , music and metaphor  [ID: 3777]
 ##### 
921. a greater knowledge  [ID: 28778]
 ##### 
922. spectacle  [ID: 62785]
 ##### 
923. low-rent -- and even lower-wit  [ID: 20157]
 ##### 
924. anybody who enjoys quirky , fun , popcorn movies with a touch of silliness and a little bloodshed .  [ID: 4045]
 ##### 
925. 's a loathsome movie  [ID: 65518]
 ##### 
926. parker updates the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place .  [ID: 48756]
 ##### 
927. of above the rest  [ID: 24426]
 ##### 
928. is that it does n't make any sense  [ID: 1816]
 ##### 
929. of two fine actors , morgan freeman and ashley judd  [ID: 17854]
 ##### 
930. eventually gets around to its real emotional business , striking deep chords of sadness  [ID: 67123]
 ##### 
931. both exuberantly  [ID: 62039]
 ##### 
932. hooked on the delicious pulpiness of its lurid fiction  [ID: 57744]
 ##### 
933. the heart of the film  [ID: 47878]
 ##### 
934. bogs down in insignificance , saying nothing about kennedy 's assassination and revealing nothing about the pathology it pretends to investigate .  [ID: 62432]
 ##### 
935. with few moments of joy rising above the stale material  [ID: 59989]
 ##### 
936. heartwarmingly  [ID: 26690]
 ##### 
937. a disappointingly thin slice of lower-class london life ; despite the title ... amounts to surprisingly little  [ID: 34662]
 ##### 
938. with this silly little puddle of a movie  [ID: 56854]
 ##### 
939. is a subzero version of monsters , inc. ,  [ID: 52976]
 ##### 
940. funny , and even touching  [ID: 22513]
 ##### 
941. hollywood confection  [ID: 17689]
 ##### 
942. cleverly constructed scenario  [ID: 15454]
 ##### 
943. highly watchable stuff .  [ID: 28215]
 ##### 
944. colorfully  [ID: 4843]
 ##### 
945. falls victim  [ID: 61258]
 ##### 
946. the funniest moments  [ID: 64440]
 ##### 
947. is hilarious  [ID: 63041]
 ##### 
948. thurman and lewis give what can easily be considered career-best performances  [ID: 6409]
 ##### 
949. neither light nor magical enough to bring off this kind of whimsy  [ID: 37016]
 ##### 
950. he keeps being cast in action films when none of them are ever any good  [ID: 31547]
 ##### 
951. are worthwhile  [ID: 38980]
 ##### 
952. irresistibly than in ` baran  [ID: 28472]
 ##### 
953. ignore  [ID: 26804]
 ##### 
954. a wonderous accomplishment  [ID: 5930]
 ##### 
955. the film 's maudlin focus on the young woman 's infirmity and her naive dreams play like the worst kind of hollywood heart-string plucking .  [ID: 55236]
 ##### 
956. 's also nice to see a movie with its heart  [ID: 28884]
 ##### 
957. 's suitable for all ages -- a movie that will make you laugh  [ID: 45090]
 ##### 
958. emotional misery  [ID: 25075]
 ##### 
959. would not improve much after a therapeutic zap of shock treatment  [ID: 46843]
 ##### 
960. little more than preliminary notes for a science-fiction horror film  [ID: 8188]
 ##### 
961. lovely toward the end  [ID: 18965]
 ##### 
962. barf  [ID: 62133]
 ##### 
963. loves both dance and cinema  [ID: 53428]
 ##### 
964. as broad and cartoonish as the screenplay is , there is an accuracy of observation in the work of the director , frank novak , that keeps the film grounded in an undeniable social realism .  [ID: 9688]
 ##### 
965. partly a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely soulless .  [ID: 27229]
 ##### 
966. cheapo animation ( like saturday morning tv in the '60s ) , a complex sword-and-sorcery plot and characters who all have big round eyes and japanese names  [ID: 1009]
 ##### 
967. is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story . '  [ID: 16277]
 ##### 
968. two fine actors , morgan freeman and  [ID: 60333]
 ##### 
969. fails to match the freshness of the actress-producer and writer  [ID: 48632]
 ##### 
970. junk-calorie  [ID: 41906]
 ##### 
971. comically  [ID: 21826]
 ##### 
972. about full frontal  [ID: 66991]
 ##### 
973. gripping drama .  [ID: 63555]
 ##### 
974. washed out  [ID: 41444]
 ##### 
975. 's horribly depressing and not very well done .  [ID: 56907]
 ##### 
976. some kid who ca n't act , only echoes of jordan , and  [ID: 9876]
 ##### 
977. worthwhile documentary  [ID: 54049]
 ##### 
978. secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers ' sporadic dips into pop freudianism .  [ID: 25905]
 ##### 
979. captures an italian immigrant family on the brink of major changes .  [ID: 61062]
 ##### 
980. star bruce willis  [ID: 40258]
 ##### 
981. proves itself a more streamlined  [ID: 3210]
 ##### 
982. balk , who 's finally been given a part worthy of her considerable talents  [ID: 17297]
 ##### 
983. it 's not particularly well made , but since i found myself howling more than cringing , i 'd say the film works  [ID: 20657]
 ##### 
984. the stuff to stand tall with pryor , carlin and murphy  [ID: 21785]
 ##### 
985. cold , gray , antiseptic and  [ID: 49367]
 ##### 
986. be served an eviction notice at every theater stuck with it  [ID: 8449]
 ##### 
987. with a company of strictly a-list players  [ID: 40134]
 ##### 
988. zoom !  [ID: 56330]
 ##### 
989. there are flaws , but also stretches of impact and moments of awe ;  [ID: 60950]
 ##### 
990. weighs down  [ID: 37053]
 ##### 
991. ... `` bowling for columbine '' remains a disquieting and thought-provoking film ...  [ID: 56680]
 ##### 
992. a nasty aftertaste but little clear memory of its operational mechanics  [ID: 26279]
 ##### 
993. achieving the modest , crowd-pleasing goals it sets for itself  [ID: 11475]
 ##### 
994. is a great yarn  [ID: 53865]
 ##### 
995. it has been deemed important enough to make a film in which someone has to be hired to portray richard dawson  [ID: 19981]
 ##### 
996. of such tools as nudity , profanity and violence  [ID: 29428]
 ##### 
997. passion , melodrama , sorrow , laugther , and tears cascade over the screen effortlessly ...  [ID: 4379]
 ##### 
998. the film is extremely thorough .  [ID: 16430]
 ##### 
999. mr. rose 's updating works surprisingly well .  [ID: 6790]
 ##### 
1000. another routine hollywood frightfest  [ID: 8442]
 ##### 
1001. is pretty weary  [ID: 19619]
 ##### 
1002. sparked by two actresses in their 50s working at the peak of their powers  [ID: 41734]
 ##### 
1003. flashy gadgets and whirling fight sequences may look cool  [ID: 52846]
 ##### 
1004. from its sleazy moralizing  [ID: 5981]
 ##### 
1005. its exquisite acting  [ID: 12173]
 ##### 
1006. the film is essentially juiceless .  [ID: 61658]
 ##### 
1007. easy , cynical potshots at morally bankrupt characters  [ID: 44492]
 ##### 
1008. to cut a swathe through mainstream hollywood  [ID: 45666]
 ##### 
1009. you 're never quite sure where self-promotion ends and the truth begins  [ID: 31923]
 ##### 
1010. light the candles , bring out the cake and do n't fret about the calories because there 's precious little substance in birthday girl -- it 's simply , and surprisingly , a nice , light treat .  [ID: 14410]
 ##### 
1011. you can take the grandkids or the grandparents and never worry about anyone being bored ...  [ID: 8726]
 ##### 
1012. powerful young actor  [ID: 61622]
 ##### 
1013. melodramatic paranormal romance is an all-time low for kevin costner .  [ID: 6490]
 ##### 
1014. , and dramatically moving  [ID: 28864]
 ##### 
1015. the acting is amateurish , the cinematography is atrocious ,  [ID: 7127]
 ##### 
1016. over-the-top , and amateurish .  [ID: 47945]
 ##### 
1017. playfully  [ID: 45232]
 ##### 
1018. teenagers fixating on its body humor and reinforcement of stereotypes  [ID: 12704]
 ##### 
1019. more than satisfactory  [ID: 17941]
 ##### 
1020. a student film  [ID: 24006]
 ##### 
1021. clunky tv-movie  [ID: 62598]
 ##### 
1022. frustrates and  [ID: 39117]
 ##### 
1023. make an excellent companion piece  [ID: 51780]
 ##### 
1024. it is laughingly enjoyable  [ID: 35752]
 ##### 
1025. become a historically significant work as well as a masterfully made one  [ID: 13741]
 ##### 
1026. dysfunctional  [ID: 13426]
 ##### 
1027. goofy pleasure  [ID: 5419]
 ##### 
1028. entirely witless  [ID: 2209]
 ##### 
1029. dismiss -- moody  [ID: 1861]
 ##### 
1030. the music makes a nice album , the food is enticing and  [ID: 6533]
 ##### 
1031. the drama that gives added clout to this doc  [ID: 10477]
 ##### 
1032. director charles stone iii applies more detail to the film 's music than to the story line ;  [ID: 24522]
 ##### 
1033. a lot more bluster than bite  [ID: 23475]
 ##### 
1034. the banality and hypocrisy  [ID: 59232]
 ##### 
1035. is both gripping and compelling  [ID: 64504]
 ##### 
1036. wise and elegiac ...  [ID: 4145]
 ##### 
1037. the film has ( its ) moments  [ID: 44087]
 ##### 
1038. a less-compelling soap opera  [ID: 13340]
 ##### 
1039. wrong reasons  [ID: 26388]
 ##### 
1040. 's not scary , not smart and not engaging  [ID: 12545]
 ##### 
1041. this choppy and sloppy affair  [ID: 19589]
 ##### 
1042. you have to pay if you want to see it  [ID: 27307]
 ##### 
1043. is weighed down by supporting characters who are either too goodly , wise and knowing or downright comically evil .  [ID: 38598]
 ##### 
1044. is throwing up his hands in surrender , is firing his r&d people ,  [ID: 37076]
 ##### 
1045. from a flat script and a low budget  [ID: 46554]
 ##### 
1046. the great pity  [ID: 48465]
 ##### 
1047. the laughs  [ID: 46067]
 ##### 
1048. one of those rare films that come by once in a while with flawless amounts of acting , direction , story and pace  [ID: 43873]
 ##### 
1049. undermining the movie 's reality and  [ID: 32948]
 ##### 
1050. is little else to recommend `` never again  [ID: 11979]
 ##### 
1051. a beautiful , entertaining two hours .  [ID: 59306]
 ##### 
1052. biased  [ID: 31828]
 ##### 
1053. a nasty aftertaste but little clear memory  [ID: 20345]
 ##### 
1054. a good vampire tale  [ID: 36554]
 ##### 
1055. the dutiful precision of a tax accountant  [ID: 18364]
 ##### 
1056. intellect  [ID: 58236]
 ##### 
1057. the triumph  [ID: 6057]
 ##### 
1058. a clear-eyed  [ID: 22345]
 ##### 
1059. overinflated mythology  [ID: 29851]
 ##### 
1060. cell phones , guns , and the internal combustion engine  [ID: 24343]
 ##### 
1061. of the best war movies ever made  [ID: 29242]
 ##### 
1062. piercing intellect  [ID: 66837]
 ##### 
1063. will find that the road to perdition leads to a satisfying destination  [ID: 39551]
 ##### 
1064. has finally made a movie that is n't just offensive  [ID: 459]
 ##### 
1065. more appealing  [ID: 24643]
 ##### 
1066. a lunar mission with no signs of life  [ID: 59898]
 ##### 
1067. it promised it would be  [ID: 22985]
 ##### 
1068. if you have the patience for it , you wo n't feel like it 's wasted yours  [ID: 4443]
 ##### 
1069. fun factor  [ID: 14099]
 ##### 
1070. is its surreal sense of humor and technological finish .  [ID: 2529]
 ##### 
1071. stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , and  [ID: 38173]
 ##### 
1072. full of cheesy dialogue , but great trashy fun that finally returns de palma to his pulpy thrillers of the early '80s  [ID: 60545]
 ##### 
1073. i was expecting  [ID: 17449]
 ##### 
1074. something about watching a squad of psychopathic underdogs whale the tar out of unsuspecting lawmen that reaches across time and distance  [ID: 56647]
 ##### 
1075. ache  [ID: 47774]
 ##### 
1076. 's definite room for improvement  [ID: 17642]
 ##### 
1077. dumb , narratively chaotic  [ID: 15593]
 ##### 
1078. 're convinced that this mean machine was a decent tv outing that just does n't have big screen magic .  [ID: 40430]
 ##### 
1079. for some major alterations  [ID: 3459]
 ##### 
1080. as the long-faced sad sack  [ID: 1912]
 ##### 
1081. that 's hardly any fun to watch  [ID: 924]
 ##### 
1082. a finely written ,  [ID: 50991]
 ##### 
1083. snide and prejudice .  [ID: 10247]
 ##### 
1084. even as it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators , scratch is great fun , full of the kind of energy it 's documenting .  [ID: 44066]
 ##### 
1085. scuzzy underbelly  [ID: 25744]
 ##### 
1086. finds its tone and several scenes run too long .  [ID: 2658]
 ##### 
1087. that is actually funny with the material  [ID: 49030]
 ##### 
1088. ( a ) real pleasure in its laid-back way  [ID: 59025]
 ##### 
1089. a fine-looking film with a bouncy score and  [ID: 64680]
 ##### 
1090. a film that loses sight of its own story .  [ID: 11654]
 ##### 
1091. it 's true  [ID: 31897]
 ##### 
1092. the result is an ` action film ' mired in stasis .  [ID: 60308]
 ##### 
1093. cleverly  [ID: 23656]
 ##### 
1094. prove too convoluted for fun-seeking summer audiences  [ID: 20722]
 ##### 
1095. delightfully cheeky  [ID: 19122]
 ##### 
1096. it does n't offer any insights that have n't been thoroughly debated in the media already , back in the dahmer heyday of the mid - '90s  [ID: 32916]
 ##### 
1097. that leads up to a strangely sinister happy ending  [ID: 50282]
 ##### 
1098. 'm not sure which is worse : the poor acting by the ensemble cast , the flat dialogue by vincent r. nebrida or the gutless direction by laurice guillen .  [ID: 45085]
 ##### 
1099. fascinating you wo n't be able to look away for a second  [ID: 34920]
 ##### 
1100. he 's just a sad aristocrat in tattered finery , and the film seems as deflated as he does .  [ID: 22626]
 ##### 
1101. smith examines the intimate , unguarded moments of folks who live in unusual homes -- which pop up in nearly every corner of the country .  [ID: 55738]
 ##### 
1102. made it dull , lifeless , and irritating  [ID: 57828]
 ##### 
1103. there is truth here  [ID: 8892]
 ##### 
1104. undercut by the voice of the star of road trip  [ID: 57262]
 ##### 
1105. , the characters make italian for beginners worth the journey  [ID: 16555]
 ##### 
1106. -- drama , conflict , tears and surprise --  [ID: 61466]
 ##### 
1107. true and historically significant  [ID: 44490]
 ##### 
1108. are stanzas of breathtaking , awe-inspiring visual poetry  [ID: 59760]
 ##### 
1109. keep people going in this crazy life  [ID: 40683]
 ##### 
1110. interview '' loses its overall sense of mystery and becomes a tv episode rather than a documentary that you actually buy into .  [ID: 57173]
 ##### 
1111. wannabe-hip crime comedy  [ID: 8945]
 ##### 
1112. this is the kind of movie during which you want to bang your head on the seat in front of you , at its cluelessness , at its idiocy , at its utterly misplaced earnestness .  [ID: 32212]
 ##### 
1113. purposefully  [ID: 23273]
 ##### 
1114. nonsensical story  [ID: 64325]
 ##### 
1115. brings this unknown slice of history affectingly to life .  [ID: 26691]
 ##### 
1116. go hand in hand with talent  [ID: 19265]
 ##### 
1117. are served with a hack script .  [ID: 64553]
 ##### 
1118. offers an interesting look at the rapidly changing face of beijing .  [ID: 15556]
 ##### 
1119. play hannibal lecter  [ID: 27412]
 ##### 
1120. for the film 's publicists or for people who take as many drugs as the film 's characters  [ID: 59083]
 ##### 
1121. 2-day old coke  [ID: 49977]
 ##### 
1122. visual appeal  [ID: 30949]
 ##### 
1123. shiver-inducing  [ID: 55834]
 ##### 
1124. appeals  [ID: 19726]
 ##### 
1125. dumbness  [ID: 57953]
 ##### 
1126. it was just a matter of ` eh . '  [ID: 40698]
 ##### 
1127. is funny , insightfully human and a delightful lark for history buffs  [ID: 35845]
 ##### 
1128. , structure and rhythms  [ID: 2063]
 ##### 
1129. especially disappointing  [ID: 17147]
 ##### 
1130. by the time the credits roll across the pat ending  [ID: 36941]
 ##### 
1131. wo n't have you swinging from the trees hooting it 's praises  [ID: 11043]
 ##### 
1132. have the slightest difficulty accepting him in the role  [ID: 22124]
 ##### 
1133. done way too often  [ID: 53210]
 ##### 
1134. may as well be called `` jar-jar binks : the movie  [ID: 31093]
 ##### 
1135. the film 's plot may be shallow  [ID: 2190]
 ##### 
1136. co-writers lisa bazadona and grace woodard  [ID: 64315]
 ##### 
1137. the plot has a number of holes ,  [ID: 3561]
 ##### 
1138. delivered a solidly entertaining and moving family drama  [ID: 65282]
 ##### 
1139. that shoplifts shamelessly from farewell-to-innocence movies like the wanderers and a bronx tale without cribbing any of their intelligence  [ID: 33322]
 ##### 
1140. in 1958 brooklyn  [ID: 63654]
 ##### 
1141. a naturally funny film , home movie makes you crave chris smith 's next movie .  [ID: 42241]
 ##### 
1142. strangely liberating  [ID: 61207]
 ##### 
1143. is so insanely dysfunctional that the rampantly designed equilibrium becomes a concept doofus  [ID: 7544]
 ##### 
1144. the new insomnia is a surprisingly faithful remake of its chilly predecessor , and  [ID: 44778]
 ##### 
1145. too many characters  [ID: 26699]
 ##### 
1146. to be prescribed than recommended -- as visually bland as a dentist 's waiting room , complete with soothing muzak and a cushion of predictable narrative rhythms  [ID: 43322]
 ##### 
1147. the powerpuff girls arrive on the big screen with their super-powers , their super-simple animation and their super-dooper-adorability intact .  [ID: 29479]
 ##### 
1148. riveting set pieces  [ID: 17567]
 ##### 
1149. the acting is fine but  [ID: 52845]
 ##### 
1150. are very , very good reasons for certain movies  [ID: 65219]
 ##### 
1151. that delivers a surprising  [ID: 12707]
 ##### 
1152. australia : land beyond time is an enjoyable big movie primarily because australia is a weirdly beautiful place .  [ID: 14685]
 ##### 
1153. to a harrison ford low  [ID: 51567]
 ##### 
1154. see her esther blossom as an actress ,  [ID: 3605]
 ##### 
1155. ultimately proves tiresome , with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations .  [ID: 32101]
 ##### 
1156. much imagination  [ID: 39445]
 ##### 
1157. uncompromising artists trying to create something original  [ID: 11947]
 ##### 
1158. a rich and intelligent film that uses its pulpy core conceit to probe questions of attraction and interdependence and how the heart accomodates practical  [ID: 4250]
 ##### 
1159. that a prostitute can be as lonely and needy as any of the clients  [ID: 25574]
 ##### 
1160. are believable as people  [ID: 8323]
 ##### 
1161. the charisma of a young woman who knows how to hold the screen  [ID: 56567]
 ##### 
1162. with daring and verve  [ID: 55640]
 ##### 
1163. ugly , mean-spirited lashing  [ID: 66993]
 ##### 
1164. a charmer  [ID: 13701]
 ##### 
1165. ends with scenes so true and heartbreaking  [ID: 17070]
 ##### 
1166. the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix  [ID: 11951]
 ##### 
1167. new , or inventive ,  [ID: 27275]
 ##### 
1168. simply not funny performers  [ID: 24674]
 ##### 
