Consider yourself in the position of an active learning component to help a human annotator. You have to choose the instances that the annotator has to label. You are given a set of instances of a dataset. You can only choose 60 instances. Please think step by step about what you would do to select the instances to label. After this provide the list of instances that you would label, separated by a comma. For example, if you would label the instances 1, 4, 5 then the output should be: 1, 4, 5 The following instances are given to you (seperated with "\n ##### \n"): 

 ##### 
0. the abiding impression  [ID: 52942]
 ##### 
773. are sweet and believable  [ID: 42290]
 ##### 
774. yet permits laughter  [ID: 1041]
 ##### 
775. multi-layered and profoundly  [ID: 17890]
 ##### 
776. fatal for a film that relies on personal relationships  [ID: 7692]
 ##### 
777. his ( nelson 's ) screenplay needs some serious re-working to show more of the dilemma , rather than have his characters stage shouting  [ID: 33806]
 ##### 
778. might deliver again and again  [ID: 30384]
 ##### 
779. 's something impressive and yet lacking about everything .  [ID: 16851]
 ##### 
780. moronic as some campus  [ID: 18045]
 ##### 
781. outstanding soundtrack  [ID: 33916]
 ##### 
782. see it  [ID: 12096]
 ##### 
783. to make j.k. rowling 's marvelous series into a deadly bore  [ID: 32303]
 ##### 
784. has created a provocative , absorbing drama that reveals the curse of a self-hatred instilled by rigid social mores .  [ID: 67237]
 ##### 
785. candid  [ID: 10381]
 ##### 
786. been allowed to get wet , fuzzy and sticky  [ID: 41111]
 ##### 
787. feral and uncomfortable .  [ID: 26421]
 ##### 
788. fringe feminist conspiracy theorist  [ID: 66138]
 ##### 
789. is a movie filled with unlikable , spiteful idiots ;  [ID: 12112]
 ##### 
790. , smoky and inviting  [ID: 59036]
 ##### 
791. a sad and rote exercise in milking a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title  [ID: 51150]
 ##### 
792. undercut by its awkward structure and a final veering toward melodrama .  [ID: 33039]
 ##### 
793. a boring masquerade ball where normally good actors , even kingsley , are made to look bad .  [ID: 52606]
 ##### 
794. that pours into every frame  [ID: 64342]
 ##### 
795. abandoned their slim hopes and dreams  [ID: 10245]
 ##### 
796. takes its title all too literally .  [ID: 67299]
 ##### 
797. 's the best sequel since the empire strikes back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth .  [ID: 24239]
 ##### 
798. a lousy one  [ID: 25758]
 ##### 
799. self-consciously arty  [ID: 25930]
 ##### 
800. exploitation  [ID: 54266]
 ##### 
801. ragbag  [ID: 25926]
 ##### 
802. entirely wholesome )  [ID: 43702]
 ##### 
803. 's plenty to impress about e.t.  [ID: 11044]
 ##### 
804. babak payami 's boldly quirky iranian drama secret ballot ...  [ID: 50804]
 ##### 
805. , alone , should scare any sane person away .  [ID: 36055]
 ##### 
806. tired , unimaginative and derivative  [ID: 22642]
 ##### 
807. provides the drama that gives added clout to this doc .  [ID: 29878]
 ##### 
808. two surefire , beloved genres  [ID: 55787]
 ##### 
809. and church meetings  [ID: 892]
 ##### 
810. cultural elite  [ID: 52763]
 ##### 
811. gives one of his most daring , and complicated , performances  [ID: 46527]
 ##### 
812. on a board  [ID: 51018]
 ##### 
813. of the tortured and self-conscious material  [ID: 13532]
 ##### 
814. romantic-comedy duds  [ID: 42527]
 ##### 
815. nothing else happening  [ID: 28392]
 ##### 
816. with two fine , nuanced lead performances  [ID: 58575]
 ##### 
817. of above the rest  [ID: 24426]
 ##### 
818. to attempt to pass this stinker off as a scary movie  [ID: 13258]
 ##### 
819. it 's not just the vampires that are damned in queen of the damned  [ID: 56331]
 ##### 
820. the world 's most generic rock star  [ID: 18164]
 ##### 
821. distasteful  [ID: 45500]
 ##### 
822. more of the same old garbage  [ID: 59867]
 ##### 
823. a bored cage spent the duration of the film 's shooting schedule waiting to scream : `` got aids yet  [ID: 24151]
 ##### 
824. a shifting tone that falls far short of the peculiarly moral amorality of ( woo 's ) best work  [ID: 17221]
 ##### 
825. israeli/palestinian conflict as  [ID: 9155]
 ##### 
826. sprightly spin  [ID: 22456]
 ##### 
827. celebrity cameos do not automatically equal laughs  [ID: 26823]
 ##### 
828. a dark comedy that goes for sick and demented humor simply to do so .  [ID: 10155]
 ##### 
829. -- all are irrelevant to the experience of seeing the scorpion king .  [ID: 33541]
 ##### 
830. jumps to the head of the class of women 's films  [ID: 39923]
 ##### 
831. real star  [ID: 63320]
 ##### 
832. the best special effects  [ID: 37083]
 ##### 
833. a fascinating curiosity piece  [ID: 43492]
 ##### 
834. this project was undertaken  [ID: 37705]
 ##### 
835. you have to give the audience a reason to want to put for that effort  [ID: 57312]
 ##### 
836. , the last kiss is really all about performances .  [ID: 15866]
 ##### 
837. the script , the gags , the characters are all direct-to-video stuff ,  [ID: 26615]
 ##### 
838. shaped the story to show us why it 's compelling  [ID: 31184]
 ##### 
839. expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape .  [ID: 29806]
 ##### 
840. is ingenious fun .  [ID: 58013]
 ##### 
841. and damaged dreams  [ID: 61555]
 ##### 
842. way fears and slights  [ID: 30391]
 ##### 
843. be a breakthrough in filmmaking  [ID: 43074]
 ##### 
844. this amiable picture talks tough , but it 's all bluster -- in the end it 's as sweet as greenfingers ...  [ID: 28657]
 ##### 
845. for a film that has nothing  [ID: 17438]
 ##### 
846. of a brutally honest individual like prophet jack  [ID: 2792]
 ##### 
847. besotted and obvious drama  [ID: 44553]
 ##### 
848. a funny ( sometimes hilarious ) comedy  [ID: 12423]
 ##### 
849. gooding is the energetic frontman , and it 's hard to resist his enthusiasm , even if the filmmakers come up with nothing original in the way of slapstick sequences  [ID: 55046]
 ##### 
850. ... a complete shambles of a movie so sloppy , so uneven , so damn unpleasant that i ca n't believe any viewer , young or old , would have a good time here .  [ID: 10373]
 ##### 
851. packed with inventive cinematic tricks and an ironically killer soundtrack  [ID: 59196]
 ##### 
852. as claustrophic , suffocating and chilly as the attics to which they were inevitably consigned  [ID: 49728]
 ##### 
853. stale copy  [ID: 33609]
 ##### 
854. hopes mr. plympton will find room for one more member of his little band , a professional screenwriter  [ID: 52365]
 ##### 
855. strange film  [ID: 6243]
 ##### 
856. snoozer  [ID: 8111]
 ##### 
857. you feel pissed off  [ID: 48431]
 ##### 
858. does a solid job  [ID: 6086]
 ##### 
859. the light comedic work of zhao benshan and the delicate ways of dong jie  [ID: 11491]
 ##### 
860. , obnoxious  [ID: 45846]
 ##### 
861. feel the screenwriter at every moment  [ID: 59924]
 ##### 
862. being the barn-burningly bad movie it promised it would be  [ID: 34492]
 ##### 
863. too long has ignored  [ID: 35598]
 ##### 
864. realism , crisp storytelling and radiant compassion  [ID: 14520]
 ##### 
865. yet depressing film  [ID: 1370]
 ##### 
866. bertrand tavernier 's oft-brilliant safe conduct ( `` laissez-passer '' ) wears its heart on its sleeve  [ID: 3378]
 ##### 
867. followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects  [ID: 51336]
 ##### 
868. do n't notice the 129-minute running time  [ID: 61134]
 ##### 
869. men with guns  [ID: 65631]
 ##### 
870. while certainly more naturalistic than its australian counterpart , amari 's film falls short in building the drama of lilia 's journey .  [ID: 53579]
 ##### 
871. indicative of how uncompelling the movie is unless it happens to cover your particular area of interest  [ID: 22508]
 ##### 
872. forgets  [ID: 44621]
 ##### 
873. , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside .  [ID: 34582]
 ##### 
874. exactly what its title implies : lusty , boisterous and utterly charming .  [ID: 53252]
 ##### 
875. wittier  [ID: 26702]
 ##### 
876. it might be like trying to eat brussels sprouts .  [ID: 10986]
 ##### 
877. by supporting characters who are either too goodly , wise and knowing or downright comically evil  [ID: 66548]
 ##### 
878. , there 's apparently nothing left to work with , sort of like michael jackson 's nose .  [ID: 37309]
 ##### 
879. makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small-budget film .  [ID: 18848]
 ##### 
880. contains a few big laughs but many more that graze the funny bone or miss it altogether , in part because the consciously dumbed-down approach wears thin  [ID: 49032]
 ##### 
881. this humbling little film , fueled by the light comedic work of zhao benshan and the delicate ways of dong jie ,  [ID: 56514]
 ##### 
882. nor truly edgy -- merely crassly flamboyant and comedically labored  [ID: 55536]
 ##### 
883. 's too loud , too goofy and too short of an attention span  [ID: 62419]
 ##### 
884. as an exceptional thriller  [ID: 39605]
 ##### 
885. a great deal of corny dialogue and preposterous moments  [ID: 6704]
 ##### 
886. a complete shambles  [ID: 8662]
 ##### 
887. captivating as the rowdy participants think it is  [ID: 19054]
 ##### 
888. embraces it , energizes it and  [ID: 59285]
 ##### 
889. will surely be profane , politically  [ID: 32520]
 ##### 
890. sparse but oddly compelling  [ID: 31963]
 ##### 
891. marvelous first  [ID: 53466]
 ##### 
892. it 's got all the familiar bruckheimer elements , and schumacher does probably as good a job as anyone at bringing off the hopkins/rock collision of acting styles and onscreen personas .  [ID: 6388]
 ##### 
893. she allows each character to confront their problems openly and honestly .  [ID: 8832]
 ##### 
894. an energetic and engaging film  [ID: 6606]
 ##### 
895. a superfluous sequel ... plagued by that old familiar feeling of ` let 's get this thing over with ' : everyone has shown up at the appointed time and place ,  [ID: 48408]
 ##### 
896. a dream image  [ID: 66588]
 ##### 
897. bliss  [ID: 14383]
 ##### 
898. an avid interest  [ID: 493]
 ##### 
899. would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative  [ID: 7841]
 ##### 
900. a way that few movies have ever approached  [ID: 8681]
 ##### 
901. works spectacularly well  [ID: 37296]
 ##### 
902. that , in itself , is extraordinary .  [ID: 56666]
 ##### 
903. on shame  [ID: 5262]
 ##### 
904. is so fascinating that you wo n't care .  [ID: 67309]
 ##### 
905. manages to deliver a fair bit of vampire fun .  [ID: 7768]
 ##### 
906. crap is what i was expecting  [ID: 17911]
 ##### 
907. maelstrom is strange and compelling ,  [ID: 57861]
 ##### 
908. an undeniably moving film to experience , and ultimately that 's what makes it worth a recommendation .  [ID: 19226]
 ##### 
909. slapping its target audience in the face  [ID: 63551]
 ##### 
910. a fascinating part of theater history  [ID: 14338]
 ##### 
911. the intelligence level of the characters must be low , very low , very very low , for the masquerade to work  [ID: 42728]
 ##### 
912. very sincere  [ID: 61719]
 ##### 
913. sub-sophomoric  [ID: 6099]
 ##### 
914. those farts got to my inner nine-year-old  [ID: 66287]
 ##### 
915. the fierce grandeur of its sweeping battle scenes  [ID: 32064]
 ##### 
916. delightful mix  [ID: 59089]
 ##### 
917. hold onto what 's left of his passe ' chopsocky glory  [ID: 4763]
 ##### 
918. that made up for its rather slow beginning by drawing me into the picture  [ID: 11871]
 ##### 
919. continues her exploration of the outer limits of raunch with considerable brio .  [ID: 63168]
 ##### 
920. gaps in their relationships  [ID: 1146]
 ##### 
921. landmark  [ID: 46065]
 ##### 
922. really gives the film its oomph  [ID: 13005]
 ##### 
923. a heartbreakingly thoughtful minor classic , the work of a genuine and singular artist .  [ID: 1255]
 ##### 
924. silly -- and gross --  [ID: 26202]
 ##### 
925. should stop trying to please his mom  [ID: 39849]
 ##### 
926. a cast of a-list brit actors  [ID: 2554]
 ##### 
927. than money why this distinguished actor would stoop so low  [ID: 52004]
 ##### 
928. more annoying  [ID: 66723]
 ##### 
929. the dreams of youth  [ID: 54068]
 ##### 
930. by its own pretentious self-examination  [ID: 4423]
 ##### 
931. struggles  [ID: 55885]
 ##### 
932. if you are in the mood for an intelligent weepy , it can easily worm its way into your heart . '  [ID: 13225]
 ##### 
933. sad to say  [ID: 45348]
 ##### 
934. an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness  [ID: 13261]
 ##### 
935. wears out its welcome as tryingly as the title character  [ID: 9234]
 ##### 
936. an improvement  [ID: 6505]
 ##### 
937. this romantic comedy  [ID: 14405]
 ##### 
938. the story is bogus  [ID: 63862]
 ##### 
939. , narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve .  [ID: 37262]
 ##### 
940. seldom hammy ,  [ID: 65384]
 ##### 
941. something rare and riveting :  [ID: 34302]
 ##### 
942. an oddly winning portrayal of one  [ID: 63566]
 ##### 
943. check your brain and your secret agent decoder ring at the door because you do n't want to think too much about what 's going on  [ID: 51575]
 ##### 
944. also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes  [ID: 15633]
 ##### 
945. deadly bore  [ID: 16308]
 ##### 
946. lisa rinzler 's cinematography may be lovely , but love liza 's tale itself virtually collapses into an inhalant blackout , maintaining consciousness just long enough to achieve callow pretension  [ID: 40662]
 ##### 
947. had more fun watching spy than i had with most of the big summer movies  [ID: 49789]
 ##### 
948. the major problem  [ID: 14164]
 ##### 
949. structured less as a documentary and more as a found relic  [ID: 61033]
 ##### 
950. the lively intelligence of the artists  [ID: 40783]
 ##### 
951. grand-scale  [ID: 34230]
 ##### 
952. is raised a few notches above kiddie fantasy pablum by allen 's astringent wit  [ID: 39167]
 ##### 
953. thrills  [ID: 35461]
 ##### 
954. professional film  [ID: 21330]
 ##### 
955. love and culture  [ID: 27133]
 ##### 
956. has found the perfect material with which to address his own world war ii experience in his signature style  [ID: 38366]
 ##### 
957. gets around to its real emotional business ,  [ID: 18873]
 ##### 
958. a gross-out monster movie with effects that are more silly than scary  [ID: 50342]
 ##### 
959. a scummy ripoff of david cronenberg  [ID: 21172]
 ##### 
960. most inventive  [ID: 35253]
 ##### 
961. is a monumental achievement in practically every facet of inept filmmaking : joyless , idiotic , annoying , heavy-handed , visually atrocious , and often downright creepy  [ID: 45402]
 ##### 
962. this time , the old mib label stands for milder is n't better .  [ID: 53748]
 ##### 
963. do anything as stomach-turning as the way adam sandler 's new movie rapes , pillages and  [ID: 23603]
 ##### 
964. , it ultimately delivers  [ID: 38869]
 ##### 
965. called best bad film you thought was going to be really awful but  [ID: 43093]
 ##### 
966. a conventional but heartwarming tale .  [ID: 58331]
 ##### 
967. this is one of mr. chabrol 's subtlest works , but also one of his most uncanny .  [ID: 4870]
 ##### 
968. those visual in-jokes  [ID: 10703]
 ##### 
969. for something new  [ID: 49219]
 ##### 
970. compelling , provocative and prescient  [ID: 59022]
 ##### 
971. does an established filmmaker  [ID: 14632]
 ##### 
972. terminally bland  [ID: 61968]
 ##### 
973. balance pointed , often incisive satire and unabashed sweetness  [ID: 26563]
 ##### 
974. young everlyn sampi , as the courageous molly craig ,  [ID: 9650]
 ##### 
975. abandon ''  [ID: 36083]
 ##### 
976. misses its emotions  [ID: 57695]
 ##### 
977. cheapo animation ( like saturday morning tv in the '60s ) , a complex sword-and-sorcery plot and characters who all have big round eyes and japanese names  [ID: 1009]
 ##### 
978. provide an intense experience when splashed across the immense imax screen .  [ID: 40996]
 ##### 
979. that 's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads  [ID: 60668]
 ##### 
980. a `` home alone '' film that is staged like `` rosemary 's baby , '' but is not as well-conceived as either of those films .  [ID: 46365]
 ##### 
981. yet the act is still charming here .  [ID: 40123]
 ##### 
982. the dull effects  [ID: 47064]
 ##### 
983. where santa gives gifts to grownups  [ID: 18394]
 ##### 
984. it 's notably better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals  [ID: 41358]
 ##### 
985. can out-bad-act the other  [ID: 57736]
 ##### 
986. that ( jaglom ) pursued with such enervating determination in venice/venice  [ID: 25925]
 ##### 
987. fit chan like a $ 99 bargain-basement special  [ID: 64225]
 ##### 
988. have made a remarkable film that explores the monster 's psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted  [ID: 50338]
 ##### 
989. the entire cast is extraordinarily good .  [ID: 36603]
 ##### 
990. the one that i want  [ID: 65214]
 ##### 
991. the same sledgehammer appeal as pokemon videos  [ID: 57905]
 ##### 
992. as a retooling of fahrenheit 451 , and even as a rip-off of the matrix  [ID: 63355]
 ##### 
993. the viewer feel like the movie 's various victimized audience members after a while  [ID: 28672]
 ##### 
994. some good material  [ID: 61274]
 ##### 
995. which is worth seeing  [ID: 17146]
 ##### 
996. by now intolerable  [ID: 23085]
 ##### 
997. contradictory  [ID: 8995]
 ##### 
998. not just unlikable .  [ID: 29847]
 ##### 
999. is always watchable  [ID: 62127]
 ##### 
1000. does n't deserve the energy it takes to describe how bad it is .  [ID: 42373]
 ##### 
1001. proved too difficult  [ID: 60140]
 ##### 
1002. british comedy .  [ID: 16784]
 ##### 
1003. dull , dumb and derivative horror  [ID: 46044]
 ##### 
1004. , crazy as hell marks an encouraging new direction for la salle .  [ID: 23049]
 ##### 
1005. is nicely  [ID: 31028]
 ##### 
1006. a gentle and engrossing character  [ID: 58601]
 ##### 
1007. stretched over the nearly 80-minute running time  [ID: 7006]
 ##### 
1008. offers an exploration that is more accurate than anything i have seen in an american film  [ID: 66387]
 ##### 
1009. is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films  [ID: 45853]
 ##### 
1010. determined to uncover the truth and hopefully inspire action  [ID: 50725]
 ##### 
1011. precious new star wars movie  [ID: 16642]
 ##### 
1012. as long on the irrelevant as on the engaging , which gradually turns what time is it there ?  [ID: 50191]
 ##### 
1013. ( tries ) to parody a genre that 's already a joke in the united states .  [ID: 44092]
 ##### 
1014. 's fitting that a movie as artificial and soulless as the country bears owes its genesis to an animatronic display at disneyland  [ID: 2428]
 ##### 
1015. ever released by a major film studio .  [ID: 9838]
 ##### 
1016. the strange horror of life  [ID: 64830]
 ##### 
1017. humorous and heartfelt  [ID: 28413]
 ##### 
1018. understands the workings of its spirit  [ID: 16235]
 ##### 
1019. being a true adaptation of her book  [ID: 44190]
 ##### 
1020. do n't  [ID: 36192]
 ##### 
1021. endless trailer  [ID: 42364]
 ##### 
1022. all mixed up together like a term paper from a kid who ca n't quite distinguish one sci-fi work from another  [ID: 47705]
 ##### 
1023. winning performances and some effecting moments  [ID: 8301]
 ##### 
1024. will wind up as glum as mr. de niro .  [ID: 6076]
 ##### 
1025. with nutty cliches and far too much dialogue  [ID: 28841]
 ##### 
1026. that successfully recreates both the physical setting and emotional tensions of the papin sisters  [ID: 28706]
 ##### 
1027. thing to do with these characters except have them run through dark tunnels , fight off various anonymous attackers , and evade elaborate surveillance technologies  [ID: 4617]
 ##### 
1028. a great yarn  [ID: 60415]
 ##### 
1029. anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed , joyous romp of a film .  [ID: 31666]
 ##### 
1030. among the chief reasons brown sugar is such a sweet and sexy film  [ID: 5531]
 ##### 
1031. the condescending stereotypes  [ID: 33453]
 ##### 
1032. trading in his cynicism for reverence and a little wit  [ID: 49688]
 ##### 
1033. 's a lot richer than the ones hollywood action screenwriters usually come up with on their own  [ID: 61981]
 ##### 
1034. the familiar topic of office politics  [ID: 60319]
 ##### 
1035. , this is one adapted - from-television movie that actually looks as if it belongs on the big screen .  [ID: 31430]
 ##### 
1036. again ransacks its archives for a quick-buck sequel .  [ID: 31000]
 ##### 
1037. -- definitely a step in the right direction  [ID: 59856]
 ##### 
1038. would have easily tipped this film into the `` a '' range , as is  [ID: 8967]
 ##### 
1039. one of the most original american productions this year , you 'll find yourself remembering this refreshing visit to a sunshine state .  [ID: 26170]
 ##### 
1040. gentle , touching  [ID: 39812]
 ##### 
1041. polished and  [ID: 28577]
 ##### 
1042. authenticate  [ID: 23175]
 ##### 
1043. repulsive and  [ID: 48443]
 ##### 
1044. to keel over  [ID: 52037]
 ##### 
1045. is the kind of movie that gets a quick release before real contenders arrive in september  [ID: 6186]
 ##### 
1046. reign of fire is so incredibly inane that it is laughingly enjoyable .  [ID: 55064]
 ##### 
1047. incapable of controlling his crew  [ID: 43934]
 ##### 
1048. special p.o.v. camera mounts on bikes , skateboards , and motorcycles provide an intense experience when splashed across the immense imax screen .  [ID: 36393]
 ##### 
1049. engaging and moving portrait  [ID: 39586]
 ##### 
1050. what ` blade runner ' would 've looked like as a low-budget series on a uhf channel .  [ID: 11908]
 ##### 
1051. watching spy  [ID: 13422]
 ##### 
1052. a chain of relationships that come full circle to end on a positive ( if tragic ) note  [ID: 53095]
 ##### 
1053. if only it had the story to match .  [ID: 66807]
 ##### 
1054. every visual joke is milked , every set-up obvious and lengthy , every punchline predictable .  [ID: 7776]
 ##### 
1055. on a positive ( if tragic ) note  [ID: 59335]
 ##### 
1056. it 's difficult to shrug off the annoyance of that chatty fish  [ID: 27031]
 ##### 
1057. feel like a short stretched out to feature length  [ID: 4814]
 ##### 
1058. like having an old friend for dinner '  [ID: 58655]
 ##### 
1059. she deftly spins the multiple stories in a vibrant and intoxicating fashion  [ID: 28231]
 ##### 
1060. younger lad  [ID: 13689]
 ##### 
1061. convincing case  [ID: 59241]
 ##### 
1062. looks and feels like a low-budget hybrid of scarface or carlito 's way .  [ID: 7850]
 ##### 
1063. uneventful  [ID: 3062]
 ##### 
1064. sanctimonious  [ID: 28047]
 ##### 
1065. amused and entertained by the unfolding of bielinsky 's cleverly constructed scenario ,  [ID: 13050]
 ##### 
1066. it actually hurts to watch .  [ID: 39902]
 ##### 
1067. received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film  [ID: 37248]
 ##### 
1068. makes you crave chris smith 's next movie  [ID: 36344]
 ##### 
1069. an interesting topic ,  [ID: 47548]
 ##### 
1070. a breath  [ID: 18180]
 ##### 
1071. solid , spooky  [ID: 11444]
 ##### 
1072. show the gentle and humane side of middle eastern world politics  [ID: 5449]
 ##### 
1073. pays earnest homage to turntablists and  [ID: 54765]
 ##### 
1074. of spontaneous creativity and authentic co-operative interaction  [ID: 51212]
 ##### 
1075. that it 'll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture  [ID: 33568]
 ##### 
1076. comic touch  [ID: 56739]
 ##### 
1077. sublime  [ID: 30334]
 ##### 
1078. sympathetic characters  [ID: 49927]
 ##### 
1079. nolan proves that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure .  [ID: 57743]
 ##### 
1080. that could easily wait for your pay per view dollar  [ID: 65122]
 ##### 
1081. about refracting all of world war ii through the specific conditions of one man , and more about that man  [ID: 52879]
 ##### 
1082. to get through this interminable , shapeless documentary about the swinging subculture  [ID: 17817]
 ##### 
1083. weird / thinking about all the bad things in the world / like puppies with broken legs / and butterflies that die / and movies starring pop queens  [ID: 43905]
 ##### 
1084. 's just tediously bad , something to be fully forgotten  [ID: 46262]
 ##### 
1085. it could have been something special  [ID: 31837]
 ##### 
1086. than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of run lola run  [ID: 4407]
 ##### 
1087. , this is sure to raise audience 's spirits and leave them singing long after the credits roll .  [ID: 5175]
 ##### 
1088. to be both hugely entertaining and uplifting .  [ID: 66002]
 ##### 
1089. 's not one decent performance from the cast and not one clever line of dialogue  [ID: 56959]
 ##### 
1090. earns the right to be favorably compared to das boot  [ID: 23948]
 ##### 
1091. , '' derrida is an undeniably fascinating and playful fellow .  [ID: 6989]
 ##### 
1092. pissed off  [ID: 17958]
 ##### 
1093. sparkling with ideas  [ID: 40568]
 ##### 
1094. can watch , giggle and get an adrenaline boost without feeling like you 've completely lowered your entertainment standards .  [ID: 42957]
 ##### 
1095. norton is magnetic as graham .  [ID: 24359]
 ##### 
1096. 's a very sincere work  [ID: 53352]
 ##### 
1097. ethnic sleeper  [ID: 37383]
 ##### 
1098. gangster no. 1 drips  [ID: 46724]
 ##### 
1099. burnt out  [ID: 38900]
 ##### 
1100. a mesmerizing one  [ID: 27527]
 ##### 
1101. goes by quickly  [ID: 2434]
 ##### 
1102. 's just merely very bad  [ID: 44389]
 ##### 
1103. loud , witless mess  [ID: 49090]
 ##### 
1104. vibrant and intoxicating fashion  [ID: 29397]
 ##### 
1105. few cheap shocks  [ID: 36761]
 ##### 
1106. spotty  [ID: 2438]
 ##### 
1107. in that oh-so-important category , the four feathers comes up short  [ID: 41938]
 ##### 
1108. commanding  [ID: 49708]
 ##### 
1109. , ice age is consistently amusing and engrossing ...  [ID: 64475]
 ##### 
1110. there 's no conversion effort , much of the writing is genuinely witty and both stars are appealing enough to probably have a good shot at a hollywood career , if they want one  [ID: 34713]
 ##### 
1111. lacks balance  [ID: 1454]
 ##### 
1112. a true cinematic knack  [ID: 19973]
 ##### 
1113. thrills , too many flashbacks  [ID: 34528]
 ##### 
1114. admire it and yet can not recommend it , because it overstays its natural running time .  [ID: 19041]
 ##### 
1115. be more than another `` best man '' clone by weaving a theme throughout this funny film  [ID: 28376]
 ##### 
1116. maybe twice )  [ID: 49243]
 ##### 
1117. solid performances and  [ID: 23298]
 ##### 
1118. was as superficial  [ID: 45580]
 ##### 
1119. discord  [ID: 33497]
 ##### 
1120. crammed with scenes and vistas and pretty moments  [ID: 2011]
 ##### 
1121. embraces life  [ID: 50886]
 ##### 
1122. a lovably old-school hollywood confection .  [ID: 21147]
 ##### 
1123. is no denying the power of polanski 's film  [ID: 30057]
 ##### 
1124. never gets off the ground .  [ID: 38544]
 ##### 
1125. bravo 's  [ID: 52778]
 ##### 
1126. ( there 's ) quite a bit of heart , as you would expect from the directors of the little mermaid and aladdin .  [ID: 54487]
 ##### 
1127. charismatic enough to make us care about zelda 's ultimate fate  [ID: 55344]
 ##### 
1128. dominant  [ID: 10734]
 ##### 
1129. though occasionally fun enough to make you  [ID: 33166]
 ##### 
1130. a marvel of production design .  [ID: 3035]
 ##### 
1131. i did n't find much fascination in the swinging .  [ID: 43429]
 ##### 
1132. then you 'd do well to check this one out because it 's straight up twin peaks action ...  [ID: 17554]
 ##### 
1133. although ... visually striking and slickly staged , it 's also cold , gray , antiseptic and emotionally desiccated .  [ID: 38163]
 ##### 
1134. in addition to hoffman 's powerful acting clinic  [ID: 379]
 ##### 
1135. , at least terribly monotonous  [ID: 20651]
 ##### 
1136. a whole lot of nada  [ID: 30493]
 ##### 
1137. are having so much fun  [ID: 57611]
 ##### 
1138. an empty exercise ,  [ID: 35892]
 ##### 
1139. 'll find yourself remembering this refreshing visit to a sunshine state  [ID: 3207]
 ##### 
1140. , or inventive  [ID: 2843]
 ##### 
1141. a step further , richer and  [ID: 1955]
 ##### 
1142. it 's still a comic book , but maguire makes it a comic book with soul  [ID: 47203]
 ##### 
1143. spent the duration of the film 's shooting schedule waiting to scream :  [ID: 33896]
 ##### 
1144. a rollicking adventure for you and all your mateys , regardless of their ages  [ID: 672]
 ##### 
1145. flat and  [ID: 22754]
 ##### 
1146. with such fury  [ID: 28358]
 ##### 
1147. the film has a terrific look and salma hayek has a feel for the character at all stages of her life .  [ID: 1672]
 ##### 
1148. sand , who brings to the role her pale , dark beauty and characteristic warmth  [ID: 25560]
 ##### 
1149. that a movie as artificial and soulless as the country bears owes its genesis to an animatronic display at disneyland  [ID: 51822]
 ##### 
1150. too much time  [ID: 47933]
 ##### 
1151. an excellent companion piece  [ID: 35099]
 ##### 
1152. nothing funny in this every-joke-has - been-told-a -  [ID: 22534]
 ##### 
1153. takes place in morton 's ever-watchful gaze  [ID: 19416]
 ##### 
1154. refreshingly realistic , affectation-free  [ID: 27348]
 ##### 
1155. just utter ` uhhh , '  [ID: 58652]
 ##### 
1156. feeling guilty  [ID: 31172]
 ##### 
1157. the belly laughs of lowbrow comedy  [ID: 53634]
 ##### 
1158. feel a bit too much like an infomercial for ram dass 's latest book aimed at the boomer demographic  [ID: 51564]
 ##### 
1159. historically significant ,  [ID: 59717]
 ##### 
1160. writer-director kurt wimmer  [ID: 49518]
 ##### 
1161. just does n't figure in the present hollywood program .  [ID: 64356]
 ##### 
1162. less funny than it should be and less funny than it thinks it is  [ID: 15579]
 ##### 
1163. brilliantly written  [ID: 5490]
 ##### 
1164. this film will attach a human face to all those little steaming cartons .  [ID: 22688]
 ##### 
1165. be cutting-edge indie filmmaking  [ID: 7227]
 ##### 
1166. an articulate , grown-up voice in african-american cinema  [ID: 2743]
 ##### 
1167. is a bomb .  [ID: 38085]
 ##### 
1168. a processed comedy chop suey .  [ID: 48616]
 ##### 
