Consider yourself in the position of an active learning component to help a human annotator. You have to choose the instances that the annotator has to label. You are given a set of instances of a dataset. You can only choose 20 instances. Please think step by step about what you would do to select the instances to label. After this provide the list of instances that you would label, separated by a comma. For example, if you would label the instances 1, 4, 5 then the output should be: 1, 4, 5 The following instances are given to you (seperated with "\n ##### \n"): 

 ##### 
0. our moviemakers  [ID: 40625]
776. tough pill to swallow  [ID: 63982]
 ##### 
777. wildly inventive mixture  [ID: 23348]
 ##### 
778. down-to-earth  [ID: 28818]
 ##### 
779. denzel washington 's fine performance  [ID: 18809]
 ##### 
780. theological  [ID: 48103]
 ##### 
781. an entertaining documentary  [ID: 48963]
 ##### 
782. unembarrassing but unmemorable  [ID: 53355]
 ##### 
783. captivating new film .  [ID: 5337]
 ##### 
784. its predictability  [ID: 50593]
 ##### 
785. at female friendship , spiked with raw urban humor  [ID: 38574]
 ##### 
786. i thought the relationships were wonderful , the comedy was funny ,  [ID: 16258]
 ##### 
787. shamefully  [ID: 26905]
 ##### 
788. woefully  [ID: 59128]
 ##### 
789. , gritty , sometimes funny  [ID: 53491]
 ##### 
790. a rare and lightly entertaining look behind the curtain that separates comics from the people laughing in the crowd .  [ID: 20017]
 ##### 
791. a side dish of asparagus  [ID: 42863]
 ##### 
792. few movies have ever approached  [ID: 49057]
 ##### 
793. 's not as awful as some of the recent hollywood trip tripe  [ID: 48353]
 ##### 
794. britney 's cutoffs  [ID: 53379]
 ##### 
795. no solace here ,  [ID: 9684]
 ##### 
796. undeniably intriguing  [ID: 49585]
 ##### 
797. raises the film above anything sandler 's been attached to before .  [ID: 44690]
 ##### 
798. both are just actory concoctions , defined by childlike dimness and a handful of quirks  [ID: 36379]
 ##### 
799. is playful but highly studied and dependent for its success on a patient viewer .  [ID: 3676]
 ##### 
800. with its subject matter in a tasteful , intelligent manner , rather than forcing us to endure every plot contrivance that the cliché-riddled genre can offer  [ID: 14098]
 ##### 
801. as naturally  [ID: 57907]
 ##### 
802. simply astounding  [ID: 45172]
 ##### 
803. kept much of the plot  [ID: 35698]
 ##### 
804. superbly acted offbeat thriller  [ID: 13909]
 ##### 
805. -- she 's pretty and she can act --  [ID: 10012]
 ##### 
806. a beguiling freshness  [ID: 38897]
 ##### 
807. the rueful , wry humor  [ID: 29009]
 ##### 
808. sex in the movies look like cheap hysterics  [ID: 58675]
 ##### 
809. is extremely thorough  [ID: 36177]
 ##### 
810. it gets so preachy-keen and so tub-thumpingly loud it makes you feel like a chump  [ID: 11924]
 ##### 
811. , this version is raised a few notches above kiddie fantasy pablum by allen 's astringent wit .  [ID: 37526]
 ##### 
812. for reverence and a little wit  [ID: 22918]
 ##### 
813. to say the least , not to mention inappropriate and wildly undeserved  [ID: 44930]
 ##### 
814. transcends  [ID: 54184]
 ##### 
815. more accomplished  [ID: 10717]
 ##### 
816. relative modesty  [ID: 1483]
 ##### 
817. measured or polished  [ID: 8080]
 ##### 
818. prefer to keep on watching  [ID: 33787]
 ##### 
819. reinvigorated  [ID: 22971]
 ##### 
820. too predictably , in fact .  [ID: 24977]
 ##### 
821. a properly spooky film  [ID: 40321]
 ##### 
822. would have saved this film a world of hurt  [ID: 12605]
 ##### 
823. may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie  [ID: 64745]
 ##### 
824. were made for the palm screen  [ID: 63793]
 ##### 
825. every sequel you skip will be two hours gained .  [ID: 61363]
 ##### 
826. goldie hawn  [ID: 50189]
 ##### 
827. too much exploitation and too little  [ID: 66398]
 ##### 
828. the effort is gratefully received  [ID: 38885]
 ##### 
829. a rounded and revealing overview of this ancient holistic healing system  [ID: 31772]
 ##### 
830. taking us through a film that is part biography , part entertainment and part history  [ID: 61455]
 ##### 
831. although estela bravo 's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro , it 's still a guilty pleasure to watch .  [ID: 53605]
 ##### 
832. trying to figure out the rules of the country bear universe -- when are bears bears and when are they like humans , only hairier -- would tax einstein 's brain .  [ID: 48695]
 ##### 
833. the perfect cure  [ID: 42137]
 ##### 
834. a special kind of movie , this melancholic film noir reminded me a lot of memento ...  [ID: 29905]
 ##### 
835. the komediant is a tale worth catching .  [ID: 56837]
 ##### 
836. that deserves to emerge from the traffic jam of holiday movies  [ID: 20893]
 ##### 
837. of a frustrating misfire  [ID: 41867]
 ##### 
838. is fluid and quick  [ID: 56233]
 ##### 
839. drown a viewer in boredom  [ID: 58118]
 ##### 
840. macabre and  [ID: 9757]
 ##### 
841. if you are into splatter movies , then you will probably have a reasonably good time with the salton sea .  [ID: 34996]
 ##### 
842. is hilariously , gloriously alive , and quite often hotter than georgia asphalt .  [ID: 34454]
 ##### 
843. , longley 's film lacks balance ... and fails to put the struggle into meaningful historical context .  [ID: 2153]
 ##### 
844. dwindles  [ID: 21720]
 ##### 
845. be distinguished from a mediocre one  [ID: 20281]
 ##### 
846. become comparatively sane and healthy  [ID: 56380]
 ##### 
847. not all of the stories work and the ones that do are thin and scattered , but the film works well enough to make it worth watching .  [ID: 46992]
 ##### 
848. enough quirky and satirical touches  [ID: 45271]
 ##### 
849. for touched by an angel simplicity  [ID: 38568]
 ##### 
850. in comparison to his earlier films it seems a disappointingly thin slice of lower-class london life ; despite the title ... amounts to surprisingly little .  [ID: 30183]
 ##### 
851. you may think you have figured out the con and the players in this debut film by argentine director fabian bielinsky , but while you were thinking someone made off with your wallet .  [ID: 64407]
 ##### 
852. enthusiastic audience  [ID: 42465]
 ##### 
853. more if it had just gone that one step further  [ID: 39810]
 ##### 
854. one of those movies that catches you up in something bigger than yourself , namely , an archetypal desire to enjoy good trash every now and then .  [ID: 13129]
 ##### 
855. the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them .  [ID: 29563]
 ##### 
856. can trust  [ID: 47333]
 ##### 
857. disease  [ID: 64730]
 ##### 
858. without shakespeare 's eloquent language , the update is dreary and sluggish .  [ID: 48404]
 ##### 
859. chilling movie  [ID: 27758]
 ##### 
860. fourth-rate  [ID: 17989]
 ##### 
861. shoot  [ID: 34162]
 ##### 
862. is well below expectations .  [ID: 37361]
 ##### 
863. swims away with the sleeper movie of the summer award  [ID: 57472]
 ##### 
864. manipulative claptrap , a period-piece movie-of-the-week ,  [ID: 49920]
 ##### 
865. although fairly involving as far as it goes  [ID: 65881]
 ##### 
866. to find an old flame  [ID: 32569]
 ##### 
867. worth a summertime look-see  [ID: 40781]
 ##### 
868. belly laughs  [ID: 59504]
 ##### 
869. this woefully hackneyed movie , directed by scott kalvert  [ID: 19755]
 ##### 
870. cheer flick  [ID: 42920]
 ##### 
871. impenetrable and insufferable ball  [ID: 35697]
 ##### 
872. one thing you have to give them credit for : the message of the movie is consistent with the messages espoused in the company 's previous video work .  [ID: 29588]
 ##### 
873. dead-end  [ID: 48529]
 ##### 
874. uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels .  [ID: 42939]
 ##### 
875. the enjoyable undercover brother ,  [ID: 13633]
 ##### 
876. the movie is a lumbering load of hokum but ...  [ID: 24574]
 ##### 
877. a playful iranian parable about openness , particularly the  [ID: 57981]
 ##### 
878. from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair  [ID: 64729]
 ##### 
879. a rejected x-files episode than a credible account of a puzzling real-life happening  [ID: 40265]
 ##### 
880. shining with all the usual spielberg flair  [ID: 61105]
 ##### 
881. forgettable  [ID: 41290]
 ##### 
882. is in need of a scented bath  [ID: 21987]
 ##### 
883. and small delights  [ID: 15867]
 ##### 
884. about something , one that attempts and often achieves a level of connection and concern  [ID: 18792]
 ##### 
885. that hollywood no longer has a monopoly on mindless action  [ID: 40197]
 ##### 
886. beauty reeks  [ID: 12805]
 ##### 
887. bottomlessly cynical  [ID: 14657]
 ##### 
888. the movie does n't think much of its characters , its protagonist , or of us .  [ID: 38573]
 ##### 
889. may prove to be ( tsai 's ) masterpiece  [ID: 2165]
 ##### 
890. edward burns ' best film  [ID: 20766]
 ##### 
891. outdated clothes and plastic knickknacks  [ID: 19428]
 ##### 
892. a real howler  [ID: 64176]
 ##### 
893. a movie where story is almost an afterthought amidst a swirl of colors and inexplicable events .  [ID: 8351]
 ##### 
894. inadvertent  [ID: 32604]
 ##### 
895. a dull , dumb and derivative horror  [ID: 30440]
 ##### 
896. never comes together  [ID: 18335]
 ##### 
897. it 's rare to find a film to which the adjective ` gentle ' applies  [ID: 4047]
 ##### 
898. perfect in their roles  [ID: 17398]
 ##### 
899. on cue  [ID: 66376]
 ##### 
900. sabotaged by ticking time bombs and other hollywood-action cliches  [ID: 53002]
 ##### 
901. to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense  [ID: 7752]
 ##### 
902. for genre fans  [ID: 25596]
 ##### 
903. the problems with the film  [ID: 3983]
 ##### 
904. chaplin and kidman , who are capable of anteing up some movie star charisma when they need it to sell us on this twisted love story , but who can also negotiate the movie 's darker turns  [ID: 11270]
 ##### 
905. our eyes  [ID: 61006]
 ##### 
906. 's a rare window on an artistic collaboration .  [ID: 31362]
 ##### 
907. all the same problems the majority of action comedies have  [ID: 25540]
 ##### 
908. , wan na watch a movie in which a guy dressed as a children 's party clown gets violently gang-raped ?  [ID: 44824]
 ##### 
909. do n't need to be a hip-hop fan to appreciate scratch  [ID: 35759]
 ##### 
910. to be a new yorker  [ID: 39529]
 ##### 
911. eye-popping  [ID: 56308]
 ##### 
912. is a verbal duel between two gifted performers .  [ID: 28819]
 ##### 
913. i have to put up with 146 minutes of it  [ID: 28720]
 ##### 
914. , the film maintains a beguiling serenity and poise that make it accessible for a non-narrative feature .  [ID: 9507]
 ##### 
915. the worst sense  [ID: 16343]
 ##### 
916. an evanescent , seamless and sumptuous stream of consciousness  [ID: 26230]
 ##### 
917. carries much of the film with a creepy and dead-on performance .  [ID: 21474]
 ##### 
918. the music makes a nice album  [ID: 7700]
 ##### 
919. i liked about schmidt a lot , but i have a feeling that i would have liked it much more if harry & tonto never existed .  [ID: 67241]
 ##### 
920. the french lieutenant 's woman  [ID: 61350]
 ##### 
921. has been overexposed , redolent of a thousand cliches ,  [ID: 5407]
 ##### 
922. frustrates and captivates  [ID: 46057]
 ##### 
923. features fincher 's characteristically startling visual style and an almost palpable sense of intensity .  [ID: 59475]
 ##### 
924. a giddy and provocative sexual romp that has something to say .  [ID: 8278]
 ##### 
925. symbolically , warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal .  [ID: 67099]
 ##### 
926. lead actress andie macdowell  [ID: 47547]
 ##### 
927. got to my inner nine-year-old  [ID: 19625]
 ##### 
928. is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film  [ID: 30206]
 ##### 
929. 's on par with the first one  [ID: 16906]
 ##### 
930. after another , most of which involve precocious kids getting the better of obnoxious adults  [ID: 67174]
 ##### 
931. the plot holes  [ID: 11949]
 ##### 
932. showing honest emotions  [ID: 234]
 ##### 
933. of fun for all  [ID: 9365]
 ##### 
934. who , exactly , is fighting whom here  [ID: 10543]
 ##### 
935. fun one  [ID: 1840]
 ##### 
936. not to mention inappropriate and wildly undeserved  [ID: 63179]
 ##### 
937. it 's good enough for our girls  [ID: 29292]
 ##### 
938. a fascinating glimpse  [ID: 37854]
 ##### 
939. comes off winningly ,  [ID: 33155]
 ##### 
940. the paradiso 's rusted-out ruin and ultimate collapse during the film 's final ( restored ) third ... emotionally belittle a cinema classic .  [ID: 26102]
 ##### 
941. make personal velocity into an intricate , intimate and intelligent journey .  [ID: 58010]
 ##### 
942. suffer the same fate  [ID: 25811]
 ##### 
943. scarily funny  [ID: 63063]
 ##### 
944. into a genre that has been overexposed , redolent of a thousand cliches , and yet remains uniquely itself , vibrant with originality  [ID: 11835]
 ##### 
945. glued to the screen  [ID: 55939]
 ##### 
946. , is still good fun .  [ID: 5752]
 ##### 
947. an appalling , odoriferous thing ... so  [ID: 28314]
 ##### 
948. an original talent  [ID: 23497]
 ##### 
949. nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart .  [ID: 41975]
 ##### 
950. be lost on the target audience  [ID: 34526]
 ##### 
951. right  [ID: 64849]
 ##### 
952. your own mystery science theatre 3000 tribute  [ID: 63260]
 ##### 
953. the masterful british actor ian holm  [ID: 3138]
 ##### 
954. , discontent , and yearning  [ID: 63323]
 ##### 
955. a film you will never forget -- that you should never forget  [ID: 52054]
 ##### 
956. of a brutally honest individual like prophet jack  [ID: 2792]
 ##### 
957. the belly laughs  [ID: 39672]
 ##### 
958. a little better than sorcerer 's stone .  [ID: 6815]
 ##### 
959. 'll feel as the credits roll  [ID: 63192]
 ##### 
960. blood work is laughable in the solemnity with which it tries to pump life into overworked elements from eastwood 's dirty harry period .  [ID: 67306]
 ##### 
961. hélène angel is definitely a director to watch .  [ID: 13760]
 ##### 
962. humor and bite  [ID: 33545]
 ##### 
963. insipid  [ID: 45197]
 ##### 
964. seem appealing  [ID: 11123]
 ##### 
965. extremely funny  [ID: 67015]
 ##### 
966. far too clever by half , howard 's film is really a series of strung-together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another .  [ID: 6012]
 ##### 
967. the full monty was a freshman fluke  [ID: 42152]
 ##### 
968. one of these days hollywood will come up with an original idea for a teen movie  [ID: 49701]
 ##### 
969. almost perpetually wasted characters  [ID: 38602]
 ##### 
970. but it is entertaining on an inferior level .  [ID: 52824]
 ##### 
971. offers the none-too-original premise  [ID: 37290]
 ##### 
972. fit well together  [ID: 22848]
 ##### 
973. stellar  [ID: 4921]
 ##### 
974. where you expect and often surprises you with unexpected comedy  [ID: 46923]
 ##### 
975. the film with his effortless performance and that trademark grin of his -- so perfect for a ballplayer  [ID: 51090]
 ##### 
976. cruelly funny twist  [ID: 40171]
 ##### 
977. combined with a tinge of understanding for her actions  [ID: 61849]
 ##### 
978. the vagueness  [ID: 50591]
 ##### 
979. words and  [ID: 33237]
 ##### 
980. cross-country road trip  [ID: 37800]
 ##### 
981. more successful  [ID: 35674]
 ##### 
982. looks closely , insightfully at fragile , complex relationships  [ID: 18611]
 ##### 
983. takes a hat-in-hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours .  [ID: 32368]
 ##### 
984. more quick-witted than any english lit  [ID: 58728]
 ##### 
985. directs an equally miserable film the following year  [ID: 61384]
 ##### 
986. tedious norwegian offering which somehow snagged an oscar nomination  [ID: 67025]
 ##### 
987. is clever and funny , is amused by its special effects , and  [ID: 21038]
 ##### 
988. to capture the novel 's deeper intimate resonances  [ID: 39132]
 ##### 
989. the tiny events that could make a person who has lived her life half-asleep suddenly wake up and take notice  [ID: 10215]
 ##### 
990. '' it 's equally distasteful to watch him sing the lyrics to `` tonight . ''  [ID: 63590]
 ##### 
991. pact to burn the negative and the script and pretend the whole thing never existed  [ID: 59248]
 ##### 
992. by the time the plot grinds itself out in increasingly incoherent fashion , you might be wishing for a watch that makes time go faster rather than the other way around .  [ID: 67089]
 ##### 
993. acted , quietly affecting cop drama .  [ID: 39602]
 ##### 
994. rarely easy , obvious or self-indulgent  [ID: 49433]
 ##### 
995. its hawaiian setting , the science-fiction trimmings and some moments of rowdy slapstick  [ID: 28428]
 ##### 
996. esther seems to remain an unchanged dullard  [ID: 36239]
 ##### 
997. there is nothing in it to engage children emotionally  [ID: 63652]
 ##### 
998. there 's undeniable enjoyment to be had from films crammed with movie references  [ID: 41528]
 ##### 
999. , if uneven ,  [ID: 36279]
 ##### 
1000. never so vividly  [ID: 66082]
 ##### 
1001. caliber  [ID: 1426]
 ##### 
1002. fabuleux  [ID: 41950]
 ##### 
1003. the concentration  [ID: 31630]
 ##### 
1004. béart and berling are both superb , while huppert ... is magnificent .  [ID: 26142]
 ##### 
1005. the incessant , so-five-minutes-ago pop music  [ID: 42661]
 ##### 
1006. ... a bland murder-on-campus yawner .  [ID: 33824]
 ##### 
1007. it employs changes that fit it well rather than ones that were imposed for the sake of commercial sensibilities  [ID: 64501]
 ##### 
1008. a more credible script  [ID: 13292]
 ##### 
1009. crawl up your own ***  [ID: 2278]
 ##### 
1010. a gorgeously strange movie , heaven is deeply concerned with morality , but it refuses to spell things out for viewers .  [ID: 21174]
 ##### 
1011. one of the great minds of our times interesting and accessible  [ID: 6881]
 ##### 
1012. at this beautifully drawn movie  [ID: 21182]
 ##### 
1013. borstal boy represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy .  [ID: 9035]
 ##### 
1014. laughs aplenty  [ID: 878]
 ##### 
1015. target audience has n't graduated from junior high school  [ID: 682]
 ##### 
1016. amused with its low groan-to-guffaw ratio  [ID: 29739]
 ##### 
1017. the ideal casting of the masterful british actor ian holm  [ID: 54604]
 ##### 
1018. entering  [ID: 56945]
 ##### 
1019. only pain  [ID: 63442]
 ##### 
1020. , unforced  [ID: 18248]
 ##### 
1021. `` rollerball '' 2002 may go down in cinema history as the only movie ever in which the rest of the cast was outshined by ll cool j.  [ID: 52330]
 ##### 
1022. as grant 's two best films  [ID: 34396]
 ##### 
1023. like a 95-minute commercial for nba properties  [ID: 66830]
 ##### 
1024. 's mildly interesting to ponder the peculiar american style of justice that plays out here  [ID: 18593]
 ##### 
1025. , original  [ID: 8524]
 ##### 
1026. is nicely  [ID: 31028]
 ##### 
1027. invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games  [ID: 66019]
 ##### 
1028. can admire  [ID: 33158]
 ##### 
1029. even fans of ismail merchant 's work , i suspect , would have a hard time sitting through this one .  [ID: 37780]
 ##### 
1030. are first-rate  [ID: 35491]
 ##### 
1031. as glum as mr. de niro  [ID: 24111]
 ##### 
1032. lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy .  [ID: 29253]
 ##### 
1033. con  [ID: 57570]
 ##### 
1034. you are likely to witness in a movie theater for some time  [ID: 8914]
 ##### 
1035. overrun modern-day comedies  [ID: 43229]
 ##### 
1036. a tedious picture  [ID: 33375]
 ##### 
1037. reign of fire never comes close to recovering from its demented premise , but it does sustain an enjoyable level of ridiculousness .  [ID: 33697]
 ##### 
1038. tenacious  [ID: 30184]
 ##### 
1039. perfect family film to take everyone to since there 's no new `` a christmas carol '' out in the theaters this year  [ID: 41721]
 ##### 
1040. love the opening scenes of a wintry new york city in 1899 .  [ID: 3355]
 ##### 
1041. this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment .  [ID: 54059]
 ##### 
1042. is also elevated by it -- the kind of movie that you enjoy more because you 're one of the lucky few who sought it out .  [ID: 63631]
 ##### 
1043. telegraphs every discovery and layers on the gloss of convenience .  [ID: 44088]
 ##### 
1044. sade achieves the near-impossible :  [ID: 20834]
 ##### 
1045. boring talking heads , etc .  [ID: 29407]
 ##### 
1046. does n't disappoint .  [ID: 49702]
 ##### 
1047. and sometimes dry  [ID: 58386]
 ##### 
1048. some of the most ravaging , gut-wrenching , frightening war scenes since `` saving private ryan '' have been recreated by john woo in this little-known story of native americans and their role in the second great war .  [ID: 37289]
 ##### 
1049. reeking of research library dust  [ID: 33645]
 ##### 
1050. only thing to fear about `` fear dot com ''  [ID: 203]
 ##### 
1051. accessible  [ID: 25787]
 ##### 
1052. the result is more puzzling than unsettling  [ID: 28063]
 ##### 
1053. in gross-out humor  [ID: 55712]
 ##### 
1054. of the year 's best  [ID: 28241]
 ##### 
1055. take a complete moron  [ID: 43108]
 ##### 
1056. made me want to bolt the theater in the first 10 minutes  [ID: 65831]
 ##### 
1057. amateurishly  [ID: 16050]
 ##### 
1058. talkiness  [ID: 2262]
 ##### 
1059. imbecilic  [ID: 45414]
 ##### 
1060. drifts aimlessly for 90 minutes  [ID: 17192]
 ##### 
1061. ` direct-to-video ' release  [ID: 57681]
 ##### 
1062. is a whole lot of fun  [ID: 40769]
 ##### 
1063. is entirely appealing as pumpkin  [ID: 66119]
 ##### 
1064. the highest production values  [ID: 53405]
 ##### 
1065. gift  [ID: 43433]
 ##### 
1066. a larger-than-life figure , an artist who has been awarded mythic status in contemporary culture  [ID: 18772]
 ##### 
1067. lack of a pyschological center knocks it flat  [ID: 12416]
 ##### 
1068. is competent  [ID: 63713]
 ##### 
1069. , jackass lacks aspirations of social upheaval .  [ID: 33344]
 ##### 
1070. could work , especially since the actresses in the lead roles are all more than competent  [ID: 45480]
 ##### 
1071. terrific role  [ID: 3164]
 ##### 
1072. has plenty of laughs .  [ID: 63869]
 ##### 
1073. are enthralling  [ID: 39886]
 ##### 
1074. the halloween series has lost its edge  [ID: 66960]
 ##### 
1075. fans of sandler 's comic taste may find it uninteresting  [ID: 9176]
 ##### 
1076. courage and happiness  [ID: 52553]
 ##### 
1077. a ragbag  [ID: 48444]
 ##### 
1078. 've marveled at disney 's rendering of water , snow , flames and shadows in a hand-drawn animated world .  [ID: 43813]
 ##### 
1079. delivers without sham the raw-nerved story .  [ID: 23000]
 ##### 
1080. its cheesy screenplay  [ID: 1959]
 ##### 
1081. letting its imagery speak for it while it forces you to ponder anew what a movie can be .  [ID: 45538]
 ##### 
1082. if the film has a problem  [ID: 8669]
 ##### 
1083. 's simply stupid , irrelevant and deeply , truly , bottomlessly cynical .  [ID: 5020]
 ##### 
1084. neo-augustinian theology : is god  [ID: 15264]
 ##### 
1085. as immaculate as stuart little 2 is , it could be a lot better if it were , well , more adventurous .  [ID: 40263]
 ##### 
1086. it 's a very sincere work  [ID: 12697]
 ##### 
1087. its empowerment  [ID: 28088]
 ##### 
1088. manufactured to claim street credibility  [ID: 19742]
 ##### 
1089. neither reaches into the deepest recesses of the character to unearth the quaking essence of passion , grief and fear  [ID: 16713]
 ##### 
1090. the brawn , but not the brains  [ID: 36851]
 ##### 
1091. the light of the exit sign  [ID: 9398]
 ##### 
1092. ingenious and often harrowing  [ID: 32366]
 ##### 
1093. like saturday morning tv in the '60s  [ID: 56064]
 ##### 
1094. too harsh  [ID: 15034]
 ##### 
1095. this often very funny collegiate gross-out comedy  [ID: 3913]
 ##### 
1096. satisfyingly odd and intriguing  [ID: 41363]
 ##### 
1097. good action , good acting , good dialogue  [ID: 19483]
 ##### 
1098. the attempt to build up a pressure cooker of horrified awe emerges from the simple fact that the movie has virtually nothing to show .  [ID: 65416]
 ##### 
1099. rip-off  [ID: 49707]
 ##### 
1100. a cast of competent performers from movies , television and the theater  [ID: 46654]
 ##### 
1101. as satisfyingly odd and intriguing a tale as it was a century and a half ago ... has a delightfully dour , deadpan tone and stylistic consistency .  [ID: 28303]
 ##### 
1102. grab us , only to keep letting go at all the wrong moments  [ID: 64823]
 ##### 
1103. believing in something does matter  [ID: 56461]
 ##### 
1104. , it manages to instruct without reeking of research library dust .  [ID: 51974]
 ##### 
1105. not scarier  [ID: 2563]
 ##### 
1106. the filmmakers want nothing else than to show us a good time ,  [ID: 38923]
 ##### 
1107. that 's neither completely enlightening  [ID: 44753]
 ##### 
1108. war movies  [ID: 506]
 ##### 
1109. merely pretentious  [ID: 57918]
 ##### 
1110. horizons  [ID: 10736]
 ##### 
1111. the power of strong voices  [ID: 25013]
 ##### 
1112. particularly memorable or even all that funny  [ID: 14555]
 ##### 
1113. could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time  [ID: 42547]
 ##### 
1114. watching these eccentrics is both inspiring and pure joy .  [ID: 63464]
 ##### 
1115. the story and ensuing complications are too manipulative  [ID: 4785]
 ##### 
1116. brooding  [ID: 43237]
 ##### 
1117. whimsicality , narrative discipline  [ID: 16742]
 ##### 
1118. between the fantastic and the believable  [ID: 47695]
 ##### 
1119. rewritten , and for the uncompromising knowledge that the highest power of all is the power of love  [ID: 38108]
 ##### 
1120. it 's rare that a movie can be as intelligent as this one is in every regard except its storyline ; everything that 's good is ultimately scuttled by a plot that 's just too boring and obvious .  [ID: 10142]
 ##### 
1121. its unhurried narrative  [ID: 21808]
 ##### 
1122. the haphazardness of evil  [ID: 41749]
 ##### 
1123. for devotees of french cinema  [ID: 34415]
 ##### 
1124. , to the adrenaline jolt of a sudden lunch rush at the diner  [ID: 24155]
 ##### 
1125. high-spirited  [ID: 60895]
 ##### 
1126. salvation and good intentions  [ID: 6164]
 ##### 
1127. leftovers  [ID: 66421]
 ##### 
1128. this masterfully calibrated psychological thriller  [ID: 16336]
 ##### 
1129. a convincing brogue  [ID: 62153]
 ##### 
1130. are your cup of blood  [ID: 4989]
 ##### 
1131. rant  [ID: 36835]
 ##### 
1132. a mess as its director 's diabolical debut , mad cows  [ID: 57871]
 ##### 
1133. it 's hard to say who might enjoy this , are there tolstoy groupies out there ?  [ID: 18819]
 ##### 
1134. the first film in a long time that made me want to bolt the theater in the first 10 minutes  [ID: 37875]
 ##### 
1135. misfire  [ID: 51425]
 ##### 
1136. not a classic  [ID: 13755]
 ##### 
1137. purports to be a hollywood satire but winds up as the kind of film that should be the target of something  [ID: 32642]
 ##### 
1138. downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness  [ID: 1940]
 ##### 
1139. proves tiresome , with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations .  [ID: 33647]
 ##### 
1140. ken russell would love this .  [ID: 34300]
 ##### 
1141. emerge with unimpeachable clarity  [ID: 3619]
 ##### 
1142. will leave you wondering about the characters ' lives after the clever credits roll  [ID: 8745]
 ##### 
1143. aniston has at last decisively broken with her friends image in an independent film of satiric fire and emotional turmoil .  [ID: 24665]
 ##### 
1144. 's a clarity of purpose and even-handedness  [ID: 3438]
 ##### 
1145. see the movie  [ID: 28662]
 ##### 
1146. can you take before indigestion sets in  [ID: 36648]
 ##### 
1147. is sure to give you a lot of laughs in this simple , sweet and romantic comedy .  [ID: 14884]
 ##### 
1148. there are side stories aplenty -- none of them memorable  [ID: 48804]
 ##### 
1149. is clever and insightful  [ID: 37346]
 ##### 
1150. it gets to you .  [ID: 31151]
 ##### 
1151. one very funny joke and a few other decent ones  [ID: 11362]
 ##### 
1152. a beautiful paean  [ID: 47132]
 ##### 
1153. by turns touching , raucously amusing , uncomfortable , and , yes , even sexy  [ID: 63471]
 ##### 
1154. like being stuck in a dark pit having a nightmare about bad cinema  [ID: 63034]
 ##### 
1155. 's a masterpeice .  [ID: 12397]
 ##### 
1156. a rip-off twice removed , modeled after ( seagal 's ) earlier copycat under siege , sometimes referred to as die hard on a boat .  [ID: 26551]
 ##### 
1157. is as predictable as the tides .  [ID: 31242]
 ##### 
1158. , it 's almost impossible not to be swept away by the sheer beauty of his images .  [ID: 17944]
 ##### 
1159. chilling style  [ID: 42509]
 ##### 
1160. able to provide insight into a fascinating part of theater history  [ID: 57320]
 ##### 
1161. the more influential works  [ID: 20743]
 ##### 
1162. teeny-bopper  [ID: 47227]
 ##### 
1163. a funny yet dark  [ID: 35027]
 ##### 
1164. tongue-in-cheek preposterousness has always been part of for the most part wilde 's droll whimsy helps `` being earnest '' overcome its weaknesses and parker 's creative interference ...  [ID: 59146]
 ##### 
1165. , someone , stop eric schaeffer before he makes another film .  [ID: 33337]
 ##### 
1166. a distinguished and thoughtful film  [ID: 28921]
 ##### 
1167. this fast-paced  [ID: 41775]
 ##### 
1168. steamy  [ID: 11065]
 ##### 
1169. reminiscent of gong li and a vivid personality  [ID: 1321]
 ##### 
1170. should be poignant  [ID: 827]
 ##### 
1171. their contrast is neither dramatic nor comic -- it 's just a weird fizzle .  [ID: 67259]
 ##### 
1172. a summer of teen-driven , toilet-humor codswallop  [ID: 31341]
 ##### 
1173. inquisitive enough  [ID: 9846]
 ##### 
1174. most importantly  [ID: 43551]
 ##### 
1175. shoots and scores  [ID: 35041]
 ##### 
1176. why should you buy the movie milk when the tv cow is free ?  [ID: 25537]
 ##### 
1177. too much of storytelling  [ID: 37545]
 ##### 
1178. stale plot and pornographic way  [ID: 43445]
 ##### 
1179. a good shot  [ID: 23117]
 ##### 
1180. passion , melodrama , sorrow , laugther , and tears  [ID: 26228]
 ##### 
1181. undone  [ID: 25396]
