Consider yourself in the position of an active learning component to help a human annotator. You have to choose the instances that the annotator has to label. You are given a set of instances of a dataset. You can only choose 80 instances. Please think step by step about what you would do to select the instances to label. After this provide the list of instances that you would label, separated by a comma. For example, if you would label the instances 1, 4, 5 then the output should be: 1, 4, 5 The following instances are given to you (seperated with "\n ##### \n"): 

 ##### 
0. obsessive  [ID: 60655]
 ##### 
783. a delightfully unpredictable , hilarious comedy  [ID: 51758]
 ##### 
784. slowed down by a stroke  [ID: 40962]
 ##### 
785. jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except ,  [ID: 1922]
 ##### 
786. ( a ) stale retread of the '53 original  [ID: 10078]
 ##### 
787. good  [ID: 50904]
 ##### 
788. does n't come close to justifying the hype that surrounded its debut at the sundance film festival two years ago  [ID: 5588]
 ##### 
789. this uncharismatically  [ID: 10489]
 ##### 
790. gut-busting  [ID: 30786]
 ##### 
791. that the movie has virtually nothing to show  [ID: 66563]
 ##### 
792. 's difficult to feel anything much while watching this movie , beyond mild disturbance or detached pleasure at the acting  [ID: 8445]
 ##### 
793. come away from his film overwhelmed , hopeful and , perhaps paradoxically , illuminated .  [ID: 25956]
 ##### 
794. it 's a pretty listless collection of kid-movie clichés .  [ID: 56509]
 ##### 
795. stuck around for this long  [ID: 12349]
 ##### 
796. undemanding armchair tourists  [ID: 44890]
 ##### 
797. directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men .  [ID: 24015]
 ##### 
798. merely indulges in the worst elements of all of them .  [ID: 40180]
 ##### 
799. awakening and ripening  [ID: 2081]
 ##### 
800. strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama  [ID: 12564]
 ##### 
801. that the director of such hollywood blockbusters as patriot games can still turn out a small , personal film with an emotional wallop  [ID: 45104]
 ##### 
802. do n't avert our eyes for a moment  [ID: 44709]
 ##### 
803. a satisfactory overview of the bizarre world of extreme athletes as several daredevils express their own views .  [ID: 15789]
 ##### 
804. the rest of the cast comes across as stick figures reading lines from a teleprompter .  [ID: 2205]
 ##### 
805. love it ... hell , i dunno .  [ID: 46956]
 ##### 
806. is a verbal duel between two gifted performers  [ID: 35215]
 ##### 
807. 's about issues most adults have to face in marriage  [ID: 61969]
 ##### 
808. a sincerely crafted picture  [ID: 2354]
 ##### 
809. scherfig 's light-hearted profile of emotional desperation is achingly honest and delightfully cheeky .  [ID: 15271]
 ##### 
810. it is one that allows him to churn out one mediocre movie after another  [ID: 52732]
 ##### 
811. delightfully compatible  [ID: 24958]
 ##### 
812. i 'm sure the filmmaker would disagree , but , honestly , i do n't see the point .  [ID: 20445]
 ##### 
813. now as a former gong show addict  [ID: 57539]
 ##### 
814. the most poorly staged and lit action  [ID: 54254]
 ##### 
815. vanity project  [ID: 23135]
 ##### 
816. -- and especially williams , an american actress who becomes fully english  [ID: 32358]
 ##### 
817. lurches between not-very-funny comedy , unconvincing dramatics  [ID: 5770]
 ##### 
818. has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and  [ID: 27866]
 ##### 
819. enormous packages  [ID: 24156]
 ##### 
820. tackles the difficult subject of grief and loss with such life-embracing spirit that the theme does n't drag an audience down  [ID: 54745]
 ##### 
821. numbing experience to watch  [ID: 47082]
 ##### 
822. eventually , they will have a showdown , but , by then , your senses are as mushy as peas and you do n't care who fires the winning shot .  [ID: 26957]
 ##### 
823. , ' i know how to suffer ' and if you see this film you 'll know too .  [ID: 31083]
 ##### 
824. pretty much self-centered  [ID: 44025]
 ##### 
825. unusually tame  [ID: 63806]
 ##### 
826. it 's not just the vampires that are damned in queen of the damned --  [ID: 21224]
 ##### 
827. if you only had a week to live  [ID: 57996]
 ##### 
828. it has the air of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent and wear thin with repetition .  [ID: 22558]
 ##### 
829. is lacking any real emotional impact  [ID: 29608]
 ##### 
830. you live the mood rather than savor the story .  [ID: 16364]
 ##### 
831. a bowser  [ID: 39043]
 ##### 
832. for most movies , 84 minutes is short  [ID: 34086]
 ##### 
833. a lack  [ID: 26642]
 ##### 
834. the best advice  [ID: 45726]
 ##### 
835. which very simply sets out to entertain and ends up delivering in good measure  [ID: 58685]
 ##### 
836. horns and halos benefits from serendipity but also reminds us of our own responsibility to question what is told as the truth .  [ID: 56993]
 ##### 
837. flavorful  [ID: 45467]
 ##### 
838. fire  [ID: 42269]
 ##### 
839. understated piece of filmmaking  [ID: 7929]
 ##### 
840. like mike is a slight and uninventive movie  [ID: 4166]
 ##### 
841. taking up the current teen movie concern with bodily functions  [ID: 14209]
 ##### 
842. wickedly funny , visually engrossing , never boring ,  [ID: 50329]
 ##### 
843. bowling you over  [ID: 59543]
 ##### 
844. it 's worth taking the kids to .  [ID: 58672]
 ##### 
845. falls far short of poetry  [ID: 29257]
 ##### 
846. the historical , philosophical  [ID: 64624]
 ##### 
847. the goods and audiences will have a fun , no-frills ride  [ID: 25816]
 ##### 
848. being bored  [ID: 42430]
 ##### 
849. dismally dull sci-fi comedy  [ID: 49066]
 ##### 
850. melodrama and  [ID: 57598]
 ##### 
851. the reginald hudlin comedy relies on toilet humor , ethnic slurs .  [ID: 9423]
 ##### 
852. each story is built on a potentially interesting idea  [ID: 28553]
 ##### 
853. road to perdition does display greatness , and  [ID: 39546]
 ##### 
854. lopez romantic comedy  [ID: 18233]
 ##### 
855. younger generations  [ID: 44095]
 ##### 
856. an uncluttered , resonant gem that relays its universal points without lectures or confrontations . '  [ID: 4153]
 ##### 
857. , tedious  [ID: 66205]
 ##### 
858. to knock back a beer with but they 're simply not funny performers  [ID: 53493]
 ##### 
859. scarily funny , sorrowfully sympathetic to the damage it  [ID: 18033]
 ##### 
860. been slimed in the name of high art  [ID: 46973]
 ##### 
861. the movie has a script ( by paul pender ) made of wood , and it 's relentlessly folksy , a procession of stagy set pieces stacked with binary oppositions  [ID: 20677]
 ##### 
862. although the film boils down to a lightweight story about matchmaking , the characters make italian for beginners worth the journey  [ID: 50037]
 ##### 
863. rip-off  [ID: 49707]
 ##### 
864. 's hard to stop watching  [ID: 51333]
 ##### 
865. love the piano teacher  [ID: 11861]
 ##### 
866. dialogue that cuts to the chase of the modern girl 's dilemma  [ID: 2250]
 ##### 
867. any awards  [ID: 52899]
 ##### 
868. just slopped ` em together here  [ID: 39240]
 ##### 
869. than on petter næss ' delicate , clever direction ... and a wonderful , imaginative script  [ID: 51966]
 ##### 
870. a mawkish self-parody  [ID: 6369]
 ##### 
871. a dark , quirky road movie that constantly defies expectation .  [ID: 51602]
 ##### 
872. an epic  [ID: 50555]
 ##### 
873. the movie deals with hot-button issues in a comedic context  [ID: 46708]
 ##### 
874. plot holes sink this ` sub '  [ID: 13118]
 ##### 
875. a big fat pain .  [ID: 48667]
 ##### 
876. a first-class road movie that proves you  [ID: 15196]
 ##### 
877. a stylish thriller .  [ID: 53339]
 ##### 
878. several uninteresting , unlikeable people  [ID: 35168]
 ##### 
879. more quick-witted than any english lit  [ID: 58728]
 ##### 
880. girls ca n't swim represents an engaging and intimate first feature by a talented director to watch ,  [ID: 36429]
 ##### 
881. when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over  [ID: 65472]
 ##### 
882. simple tale  [ID: 8591]
 ##### 
883. were as claustrophic , suffocating and chilly as the attics to which they were inevitably consigned  [ID: 64297]
 ##### 
884. jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology ,  [ID: 52099]
 ##### 
885. the lady and the duke surprisingly manages never to grow boring ... which proves that rohmer still has a sense of his audience .  [ID: 16837]
 ##### 
886. remains brightly optimistic ,  [ID: 43556]
 ##### 
887. gives devastating testimony  [ID: 32209]
 ##### 
888. that are lean and tough enough to fit in any modern action movie  [ID: 7164]
 ##### 
889. ultimately lifeless  [ID: 51579]
 ##### 
890. lame kiddie flick  [ID: 38555]
 ##### 
891. is a hoot , and  [ID: 47058]
 ##### 
892. a true study , a film with a questioning heart  [ID: 22245]
 ##### 
893. spirals downward , and thuds to the bottom of the pool with an utterly incompetent conclusion .  [ID: 45911]
 ##### 
894. most accomplished work  [ID: 61579]
 ##### 
895. viscerally repellent  [ID: 33069]
 ##### 
896. with fewer gags to break the tedium .  [ID: 40587]
 ##### 
897. as appalling as any ` comedy '  [ID: 31264]
 ##### 
898. vampire fun  [ID: 44679]
 ##### 
899. remain interested , or at least conscious  [ID: 27231]
 ##### 
900. is ultimately rather silly and overwrought , making the ambiguous ending seem goofy rather than provocative  [ID: 44748]
 ##### 
901. a straight-shooting family film  [ID: 58018]
 ##### 
902. evokes the frustration , the awkwardness and the euphoria of growing up ,  [ID: 21946]
 ##### 
903. celebrity cameos do not automatically equal laughs  [ID: 26823]
 ##### 
904. many good ideas  [ID: 7623]
 ##### 
905. an otherwise excellent film  [ID: 27550]
 ##### 
906. take before indigestion sets  [ID: 34558]
 ##### 
907. they are believable as people -- flawed , assured of the wrong things , and scared to admit how much they may really need the company of others  [ID: 40644]
 ##### 
908. not far down the line , to find a place among the studio 's animated classics  [ID: 25267]
 ##### 
909. emotional comfort  [ID: 48835]
 ##### 
910. no real sense  [ID: 58716]
 ##### 
911. intelligent subtlety  [ID: 44248]
 ##### 
912. be treated to an impressive and highly entertaining celebration of its sounds  [ID: 58574]
 ##### 
913. melodramatic bodice-ripper  [ID: 29631]
 ##### 
914. the hearts and minds  [ID: 1163]
 ##### 
915. happy  [ID: 32743]
 ##### 
916. ... a cheap , ludicrous attempt at serious horror .  [ID: 46476]
 ##### 
917. feels like a spectator and not a participant  [ID: 17082]
 ##### 
918. striking new significance  [ID: 33315]
 ##### 
919. it feels much longer  [ID: 22560]
 ##### 
920. has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler .  [ID: 56357]
 ##### 
921. are both excellent  [ID: 29004]
 ##### 
922. kind , unapologetic  [ID: 42371]
 ##### 
923. as bad as you think ,  [ID: 28135]
 ##### 
924. smarter offerings  [ID: 61742]
 ##### 
925. muted  [ID: 62805]
 ##### 
926. often surprising  [ID: 66802]
 ##### 
927. serves as a workable primer for the region 's recent history  [ID: 21048]
 ##### 
928. about the startling transformation of a tradition-bound widow who is drawn into the exotic world of belly dancing  [ID: 35908]
 ##### 
929. a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham  [ID: 23483]
 ##### 
930. the colorful masseur wastes its time on mood rather than riding with the inherent absurdity of ganesh 's rise up the social ladder .  [ID: 23734]
 ##### 
931. of how horrible we are to ourselves and each other  [ID: 19151]
 ##### 
932. sc2 is an autopilot hollywood concoction lacking in imagination and authentic christmas spirit , yet it 's geared toward an audience full of masters of both .  [ID: 28956]
 ##### 
933. smothered  [ID: 24546]
 ##### 
934. it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .  [ID: 42732]
 ##### 
935. is truly funny ,  [ID: 28386]
 ##### 
936. to visit , this laboratory of laughter  [ID: 26842]
 ##### 
937. seems to have recharged him .  [ID: 44026]
 ##### 
938. can seem tiresomely simpleminded  [ID: 55802]
 ##### 
939. to refresh our souls  [ID: 48805]
 ##### 
940. a film about female friendship that men can embrace and women  [ID: 43583]
 ##### 
941. already knows it 's won  [ID: 37390]
 ##### 
942. , you wo n't feel like it 's wasted yours  [ID: 15738]
 ##### 
943. dumb drug jokes and predictable slapstick  [ID: 30397]
 ##### 
944. ideas and wry comic mayhem  [ID: 17964]
 ##### 
945. if villainous vampires are your cup of blood , blade 2 is definitely a cut above the rest .  [ID: 11322]
 ##### 
946. could n't find stardom if mapquest emailed him point-to-point driving directions .  [ID: 1547]
 ##### 
947. gets added disdain for the fact  [ID: 58221]
 ##### 
948. a film so graceless and devoid of merit as this one come along  [ID: 49491]
 ##### 
949. a wretched movie that reduces the second world war to one man 's quest to find an old flame .  [ID: 36896]
 ##### 
950. for some major alterations  [ID: 3459]
 ##### 
951. take on the soullessness of work  [ID: 64587]
 ##### 
952. is seriously compromised by that  [ID: 8738]
 ##### 
953. 'd probably turn it off , convinced that you had already seen that movie .  [ID: 41946]
 ##### 
954. twenty years later , e.t. is still a cinematic touchstone .  [ID: 65015]
 ##### 
955. about the plight of american indians in modern america  [ID: 63815]
 ##### 
956. for the earnest emotional core  [ID: 47963]
 ##### 
957. weighty revelations , flowery dialogue , and nostalgia for the past  [ID: 23316]
 ##### 
958. curious about each other against all odds  [ID: 10089]
 ##### 
959. have to be a most hard-hearted person not to be moved by this drama  [ID: 33955]
 ##### 
960. if hill is n't quite his generation 's don siegel ( or robert aldrich ) , it 's because there 's no discernible feeling beneath the chest hair ; it 's all bluster and cliché  [ID: 26991]
 ##### 
961. a strong-minded viewpoint ,  [ID: 11954]
 ##### 
962. the dark  [ID: 31243]
 ##### 
963. for mixing action and idiosyncratic humor in his charming 2000 debut shanghai noon  [ID: 14086]
 ##### 
964. it marks him as one of the most interesting writer/directors working today .  [ID: 37118]
 ##### 
965. amusing  [ID: 9285]
 ##### 
966. tully is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham .  [ID: 14437]
 ##### 
967. whatever the movie 's sentimental , hypocritical lessons about sexism  [ID: 18291]
 ##### 
968. i did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes  [ID: 21782]
 ##### 
969. faithful  [ID: 62500]
 ##### 
970. , circuit is the awkwardly paced soap opera-ish story .  [ID: 11470]
 ##### 
971. a mere excuse  [ID: 37643]
 ##### 
972. of marivaux 's rhythms , and mira sorvino 's limitations as a classical actress  [ID: 47997]
 ##### 
973. ` praise the lord  [ID: 9644]
 ##### 
974. attempts to be grandiloquent , but ends up merely pretentious -- in a grisly sort of way .  [ID: 38457]
 ##### 
975. is somewhat entertaining  [ID: 25582]
 ##### 
976. is just an overexposed waste of film  [ID: 15164]
 ##### 
977. twenty-three movies into a mostly magnificent directorial career , clint eastwood 's efficiently minimalist style  [ID: 33091]
 ##### 
978. irritates and saddens me  [ID: 59975]
 ##### 
979. sit in neutral , hoping for a stiff wind to blow it  [ID: 22548]
 ##### 
980. 's dull , spiritless , silly and monotonous : an ultra-loud blast of pointless mayhem , going nowhere fast  [ID: 22948]
 ##### 
981. beguiling serenity and poise  [ID: 45362]
 ##### 
982. lack of thematic resonance  [ID: 30570]
 ##### 
983. attal 's hang-ups surrounding infidelity are so old-fashioned and , dare i say , outdated , it 's a wonder that he could n't have brought something fresher to the proceedings simply by accident .  [ID: 22119]
 ##### 
984. an emotional edge  [ID: 14710]
 ##### 
985. most brilliant  [ID: 21451]
 ##### 
986. uncompromising film  [ID: 6073]
 ##### 
987. audacity to view one of shakespeare 's better known tragedies as a dark comedy  [ID: 8416]
 ##### 
988. by storm  [ID: 36979]
 ##### 
989. and uninspired .  [ID: 19881]
 ##### 
990. pleasant enough dish  [ID: 59958]
 ##### 
991. the plight  [ID: 64494]
 ##### 
992. that such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies .  [ID: 9693]
 ##### 
993. an interesting exercise  [ID: 56013]
 ##### 
994. intelligent , well-made b movie  [ID: 8723]
 ##### 
995. funny and human and  [ID: 39695]
 ##### 
996. of elaborate and twisted characters  [ID: 50215]
 ##### 
997. with a tighter editorial process and firmer direction this material could work , especially since the actresses in the lead roles are all more than competent , but as is , personal velocity seems to be idling in neutral  [ID: 42513]
 ##### 
998. reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled  [ID: 23769]
 ##### 
999. the film , while not exactly assured in its execution ,  [ID: 7937]
 ##### 
1000. their children  [ID: 66359]
 ##### 
1001. the irwins ' scenes are fascinating ;  [ID: 59844]
 ##### 
1002. as gripping  [ID: 61729]
 ##### 
1003. an essentially awkward version  [ID: 33624]
 ##### 
1004. and yet completely familiar  [ID: 19810]
 ##### 
1005. a movie-industry satire  [ID: 64763]
 ##### 
1006. with a hack script  [ID: 10724]
 ##### 
1007. have the worthy successor to a better tomorrow and the killer which they have been patiently waiting for  [ID: 6116]
 ##### 
1008. makes the move from pleasing  [ID: 17244]
 ##### 
1009. left me behind at the station looking for a return ticket to realism  [ID: 54397]
 ##### 
1010. build some robots , haul 'em to the theater with you for the late show , and put on your own mystery science theatre 3000 tribute to what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year  [ID: 106]
 ##### 
1011. spiritual  [ID: 14889]
 ##### 
1012. seagal , who looks more like danny aiello these days , mumbles his way through the movie .  [ID: 59631]
 ##### 
1013. 's never too late to learn  [ID: 18588]
 ##### 
1014. is the sort of low-grade dreck that usually goes straight to video -- with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes .  [ID: 57674]
 ##### 
1015. it 's a very sincere work  [ID: 12697]
 ##### 
1016. top-billed star bruce willis  [ID: 43046]
 ##### 
1017. that it appears not to have been edited at all  [ID: 38817]
 ##### 
1018. a movie star  [ID: 29357]
 ##### 
1019. of high hilarity  [ID: 17523]
 ##### 
1020. yet this grating showcase  [ID: 102]
 ##### 
1021. a 94-minute travesty  [ID: 26021]
 ##### 
1022. leave them singing long after the credits roll  [ID: 22742]
 ##### 
1023. his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress  [ID: 30088]
 ##### 
1024. nuances  [ID: 26659]
 ##### 
1025. how both evolve  [ID: 32065]
 ##### 
1026. cinematic deception  [ID: 59761]
 ##### 
1027. sets the film apart is debrauwer 's refusal to push the easy emotional buttons  [ID: 12584]
 ##### 
1028. treats the subject with fondness and respect  [ID: 5398]
 ##### 
1029. is a shapeless inconsequential move relying on the viewer to do most of the work .  [ID: 27054]
 ##### 
1030. fills me with revulsion .  [ID: 39851]
 ##### 
1031. has all the scenic appeal of a cesspool  [ID: 66699]
 ##### 
1032. misses a major opportunity to be truly revelatory about his psyche  [ID: 39357]
 ##### 
1033. unchanged dullard  [ID: 8374]
 ##### 
1034. would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd  [ID: 15339]
 ##### 
1035. fun in this cinematic sandbox  [ID: 41532]
 ##### 
1036. sustain interest to the end  [ID: 3326]
 ##### 
1037. seem fresh again  [ID: 20338]
 ##### 
1038. heroic deserves a look  [ID: 29140]
 ##### 
1039. another boorish movie  [ID: 7445]
 ##### 
1040. walled-off  [ID: 40298]
 ##### 
1041. , provocative drama  [ID: 52620]
 ##### 
1042. genuine and  [ID: 52858]
 ##### 
1043. would have a résumé loaded with credits like `` girl in bar # 3 . ''  [ID: 15974]
 ##### 
1044. 's not only dull because we 've seen ( eddie ) murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed  [ID: 53784]
 ##### 
1045. deep vein  [ID: 48438]
 ##### 
1046. as an introduction to the man 's theories and influence , derrida is all but useless ; as a portrait of the artist as an endlessly inquisitive old man , however , it 's invaluable  [ID: 52665]
 ##### 
1047. uninspired .  [ID: 14569]
 ##### 
1048. make you put away the guitar , sell the amp , and apply to medical school  [ID: 31336]
 ##### 
1049. 's also too stupid to realize that they 've already seen this exact same movie a hundred times  [ID: 51313]
 ##### 
1050. screen been so aggressively anti-erotic  [ID: 47612]
 ##### 
1051. define a generation  [ID: 12590]
 ##### 
1052. a lovably old-school hollywood confection .  [ID: 21147]
 ##### 
1053. with an obvious rapport with her actors and a striking style behind the camera  [ID: 29363]
 ##### 
1054. central flaw  [ID: 12176]
 ##### 
1055. is a variant of the nincompoop benigni persona  [ID: 7552]
 ##### 
1056. be consumed and forgotten  [ID: 50471]
 ##### 
1057. best little `` horror '' movie  [ID: 3837]
 ##### 
1058. ( it 's ) a clever thriller with enough unexpected twists to keep our interest .  [ID: 29460]
 ##### 
1059. establishes itself as a durable part of the movie landscape  [ID: 5909]
 ##### 
1060. of its execution and skill of its cast  [ID: 11238]
 ##### 
1061. it 's pleasant enough  [ID: 44571]
 ##### 
1062. of beautiful movement and inside information  [ID: 14894]
 ##### 
1063. as an actor 's showcase , hart 's war has much to recommend it , even if the top-billed willis is not the most impressive player .  [ID: 22476]
 ##### 
1064. thrown every suspenseful cliché in the book at this nonsensical story  [ID: 63010]
 ##### 
1065. feel sorry  [ID: 49446]
 ##### 
1066. the riveting performances by the incredibly flexible cast  [ID: 46386]
 ##### 
1067. but it 's a rushed , slapdash , sequel-for-the-sake - of-a-sequel with less than half the plot and ingenuity  [ID: 24683]
 ##### 
1068. lacks in action  [ID: 34441]
 ##### 
1069. you see the movie and you think , zzzzzzzzz .  [ID: 52587]
 ##### 
1070. may lack the pungent bite of its title  [ID: 59271]
 ##### 
1071. is n't always coherent  [ID: 27965]
 ##### 
1072. so with an artistry that also smacks of revelation  [ID: 12896]
 ##### 
1073. , surrealistic moments  [ID: 46478]
 ##### 
1074. could be the worst film a man has made about women since valley of the dolls  [ID: 47380]
 ##### 
1075. a funny yet dark and seedy clash of cultures and generations .  [ID: 13891]
 ##### 
1076. is messy , uncouth , incomprehensible , vicious and absurd  [ID: 40085]
 ##### 
1077. warm as it is wise  [ID: 49018]
 ##### 
1078. extraordinary film  [ID: 39749]
 ##### 
1079. offers an exploration that is more accurate than anything i have seen in an american film  [ID: 66387]
 ##### 
1080. long on twinkly-eyed close-ups and short on shame .  [ID: 24264]
 ##### 
1081. slopped ` em together  [ID: 66592]
 ##### 
1082. obnoxious as tom green 's freddie got fingered  [ID: 12845]
 ##### 
1083. predictable and cloying  [ID: 56599]
 ##### 
1084. laugther  [ID: 60680]
 ##### 
1085. comedy , caper thrills and  [ID: 41162]
 ##### 
1086. needs some serious re-working to show more of the dilemma , rather than have his characters stage shouting  [ID: 8685]
 ##### 
1087. visually and thematically  [ID: 58721]
 ##### 
1088. dishes out a ton of laughs that everyone can enjoy .  [ID: 45193]
 ##### 
1089. it 's a beautiful film , full of elaborate and twisted characters -  [ID: 38132]
 ##### 
1090. these ambitions , laudable in themselves  [ID: 62853]
 ##### 
1091. a breezy blend of art , history , esoteric musings and philosophy  [ID: 45834]
 ##### 
1092. is remarkably dull with only caine making much of an impression .  [ID: 48426]
 ##### 
1093. a dazzling thing to behold -- as long as you 're wearing the somewhat cumbersome 3d goggles the theater  [ID: 34516]
 ##### 
1094. without context -- journalistic or historical  [ID: 6375]
 ##### 
1095. a lumbering , wheezy drag  [ID: 46020]
 ##### 
1096. ugly , irritating  [ID: 10385]
 ##### 
1097. screenplay to keep the film entertaining  [ID: 11902]
 ##### 
1098. thoroughly awful  [ID: 58201]
 ##### 
1099. capturing the opera 's drama and lyricism  [ID: 59331]
 ##### 
1100. through vulgarities in a sequel you can refuse  [ID: 33769]
 ##### 
1101. , red dragon rates as an exceptional thriller .  [ID: 14979]
 ##### 
1102. that the theme does n't drag an audience down  [ID: 33615]
 ##### 
1103. when all is said and done , she loves them to pieces -- and so , i trust  [ID: 51511]
 ##### 
1104. are every bit as distinctive as his visuals .  [ID: 54698]
 ##### 
1105. if you 've got a house full of tots -- do n't worry , this will be on video long before they grow up and you can wait till then .  [ID: 62710]
 ##### 
1106. the soulful gravity of crudup 's anchoring performance  [ID: 4055]
 ##### 
1107. juicy role  [ID: 29555]
 ##### 
1108. to really care  [ID: 4492]
 ##### 
1109. suspense , surprise  [ID: 53996]
 ##### 
1110. enthralling aesthetic experience  [ID: 22368]
 ##### 
1111. a genuine mind-bender .  [ID: 27425]
 ##### 
1112. a penetrating , potent exploration  [ID: 51257]
 ##### 
1113. coordinated  [ID: 35186]
 ##### 
1114. will not notice the glaring triteness of the plot device  [ID: 52804]
 ##### 
1115. a sweet treasure and something well worth  [ID: 57970]
 ##### 
1116. wretched movie  [ID: 11055]
 ##### 
1117. successfully maintains suspense on different levels throughout a film that is both gripping and compelling .  [ID: 18208]
 ##### 
1118. both oscar winners  [ID: 18517]
 ##### 
1119. with minimal imagination , you could restage the whole thing in your bathtub .  [ID: 49693]
 ##### 
1120. an energy that puts the dutiful efforts of more disciplined grade-grubbers  [ID: 40646]
 ##### 
1121. with a teeth-clenching gusto  [ID: 3917]
 ##### 
1122. true pleasure .  [ID: 59911]
 ##### 
1123. putting together familiar themes of family , forgiveness and love  [ID: 56290]
 ##### 
1124. ( t ) he script is n't up to the level of the direction  [ID: 12907]
 ##### 
1125. marvelous documentary touches  [ID: 22561]
 ##### 
1126. this masterfully calibrated psychological thriller  [ID: 16336]
 ##### 
1127. the film 's ending has a `` what was it all for  [ID: 47291]
 ##### 
1128. best war movies  [ID: 11240]
 ##### 
1129. we 've learned the hard way just how complex international terrorism is  [ID: 47306]
 ##### 
1130. awkwardly contrived exercise  [ID: 43788]
 ##### 
1131. with we were soldiers , hollywood makes a valiant attempt to tell a story about the vietnam war before the pathology set in .  [ID: 12980]
 ##### 
1132. would fit chan like a $ 99 bargain-basement special  [ID: 50895]
 ##### 
1133. corny sentimentality  [ID: 6547]
 ##### 
1134. excellent performances from jacqueline bisset and martha plimpton  [ID: 44499]
 ##### 
1135. it 'll keep you wide awake and ... very tense .  [ID: 21861]
 ##### 
1136. is due primarily to the perkiness of witherspoon ( who is always a joy to watch , even when her material is not first-rate )  [ID: 22900]
 ##### 
1137. cast , but never quite gets off the ground  [ID: 29315]
 ##### 
1138. to vary the pitch of his movie , balancing deafening battle scenes with quieter domestic scenes of women back home receiving war department telegrams  [ID: 58356]
 ##### 
1139. a crummy , wannabe-hip crime comedy  [ID: 62952]
 ##### 
1140. sweet , and intermittently hilarious  [ID: 4530]
 ##### 
1141. is the kind of movie that gets a quick release before real contenders arrive in september .  [ID: 61008]
 ##### 
1142. soars above the globe in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm .  [ID: 43999]
 ##### 
1143. impersonal and abstract  [ID: 1513]
 ##### 
1144. of b-movie excitement  [ID: 64870]
 ##### 
1145. born to make  [ID: 6520]
 ##### 
1146. good documentary  [ID: 65500]
 ##### 
1147. the actresses in the lead roles are all more than competent  [ID: 28512]
 ##### 
1148. is a terrific role for someone like judd , who really ought to be playing villains  [ID: 44170]
 ##### 
1149. ability to take what is essentially a contained family conflict and put it into a much larger historical context  [ID: 2801]
 ##### 
1150. slip into hokum  [ID: 41316]
 ##### 
1151. feeling a little sticky and unsatisfied  [ID: 38131]
 ##### 
1152. ms. sugarman followed through on her defiance of the saccharine  [ID: 48985]
 ##### 
1153. which is paper-thin and decidedly unoriginal  [ID: 15063]
 ##### 
1154. `` abandon '' will leave you wanting to abandon the theater .  [ID: 49445]
 ##### 
1155. its courage , ideas , technical proficiency and great acting  [ID: 63472]
 ##### 
1156. a familiar road with a few twists  [ID: 36085]
 ##### 
1157. will indie filmmakers subject us to boring , self-important stories of how horrible we are to ourselves and each other  [ID: 23425]
 ##### 
1158. just a waste  [ID: 19544]
 ##### 
1159. gets around to its real emotional business , striking deep chords of sadness  [ID: 10331]
 ##### 
1160. is like reading a research paper ,  [ID: 65978]
 ##### 
1161. is also as unoriginal as they come , already having been recycled more times than i 'd care to count .  [ID: 59969]
 ##### 
1162. cheery  [ID: 2721]
 ##### 
1163. thick with wit it plays like a reading from bartlett 's familiar quotations  [ID: 20170]
 ##### 
1164. has only a fleeting grasp of how to develop them  [ID: 40071]
 ##### 
1165. the overcooked , ham-fisted direction ,  [ID: 23647]
 ##### 
1166. unsuccessful  [ID: 40952]
 ##### 
1167. is an object lesson in period filmmaking  [ID: 12870]
 ##### 
1168. puts a refreshing and comical spin on the all-too-familiar saga of the contemporary single woman  [ID: 56580]
 ##### 
1169. spy action flick with antonio banderas and lucy liu never comes together .  [ID: 15565]
 ##### 
1170. to hate  [ID: 651]
 ##### 
1171. keep getting torn away from the compelling historical tale to a less-compelling soap opera  [ID: 57555]
 ##### 
1172. a work of deft and subtle poetry  [ID: 27824]
 ##### 
