Consider yourself in the position of an active learning component to help a human annotator. You have to choose the instances that the annotator has to label. You are given a set of instances of a dataset. You can only choose 32 instances. Please think step by step about what you would do to select the instances to label. After this provide the list of instances that you would label, separated by a comma. For example, if you would label the instances 1, 4, 5 then the output should be: 1, 4, 5 The following instances are given to you (seperated with "\n ##### \n"): 

 ##### 
0. robust  [ID: 60608]
 ##### 
1718. one very funny joke and  [ID: 32777]
 ##### 
1719. general audiences might not come away with a greater knowledge of the facts of cuban music  [ID: 40377]
 ##### 
1720. is one summer film that satisfies  [ID: 22256]
 ##### 
1721. 's difficult to imagine that a more confused , less interesting and more sloppily made film could possibly come down the road in 2002  [ID: 65750]
 ##### 
1722. to work in the same vein as the brilliance of animal house  [ID: 61953]
 ##### 
1723. the most impressive player  [ID: 13322]
 ##### 
1724. geriatric dirty harry ,  [ID: 50618]
 ##### 
1725. a sleek advert for youthful anomie  [ID: 15701]
 ##### 
1726. endless trailer  [ID: 42364]
 ##### 
1727. it 's also too stupid to realize that they 've already seen this exact same movie a hundred times  [ID: 25388]
 ##### 
1728. the holes in this film remain agape -- holes punched through by an inconsistent , meandering , and sometimes dry plot  [ID: 8644]
 ##### 
1729. for all the wrong reasons besides .  [ID: 37080]
 ##### 
1730. effectively combines two surefire , beloved genres  [ID: 30287]
 ##### 
1731. whatever heartwarming scene the impressively discreet filmmakers may have expected to record with their mini dv , they show a remarkable ability to document both sides of this emotional car-wreck .  [ID: 30034]
 ##### 
1732. in the film that surprises or delights  [ID: 8797]
 ##### 
1733. , uplifting and moving  [ID: 48035]
 ##### 
1734. the film jolts the laughs from the audience -- as if by cattle prod .  [ID: 49924]
 ##### 
1735. a pleasant and engaging enough sit ,  [ID: 62226]
 ##### 
1736. the same old garbage  [ID: 51734]
 ##### 
1737. elegant technology for the masses --  [ID: 47428]
 ##### 
1738. while it 's all quite tasteful to look at , the attention process tends to do a little fleeing of its own .  [ID: 46823]
 ##### 
1739. the precious trappings  [ID: 33774]
 ##### 
1740. wit and warmth  [ID: 57134]
 ##### 
1741. life affirming and heartbreaking  [ID: 61987]
 ##### 
1742. ( vainly , i think )  [ID: 138]
 ##### 
1743. has enough vitality to justify the notion of creating a screen adaptation of evans ' saga of hollywood excess  [ID: 47174]
 ##### 
1744. realize , much to our dismay ,  [ID: 6629]
 ##### 
1745. better person  [ID: 57938]
 ##### 
1746. is deceptively simple , deeply satisfying  [ID: 66196]
 ##### 
1747. cinematic tragedies  [ID: 31928]
 ##### 
1748. who die hideously  [ID: 14802]
 ##### 
1749. family and community  [ID: 9427]
 ##### 
1750. duvall 's throbbing sincerity  [ID: 56446]
 ##### 
1751. none of this is meaningful or memorable ,  [ID: 35367]
 ##### 
1752. try to guess the order in which the kids in the house will be gored  [ID: 66126]
 ##### 
1753. social and political potential  [ID: 28460]
 ##### 
1754. is entry number twenty the worst of the brosnan bunch  [ID: 56602]
 ##### 
1755. rife with miscalculations  [ID: 59956]
 ##### 
1756. if i want a real movie , i 'll buy the criterion dvd .  [ID: 35319]
 ##### 
1757. is one of the year 's best films  [ID: 27459]
 ##### 
1758. it 's been 13 months and 295 preview screenings since i last walked out on a movie  [ID: 11127]
 ##### 
1759. devito 's misanthropic vision  [ID: 41855]
 ##### 
1760. deniro 's once promising career  [ID: 51995]
 ##### 
1761. tsai has a well-deserved reputation as one of the cinema world 's great visual stylists , and in this film , every shot enhances the excellent performances .  [ID: 2155]
 ##### 
1762. in the process created a masterful work of art of their own  [ID: 40805]
 ##### 
1763. the edge of sanity  [ID: 48765]
 ##### 
1764. so pat it makes your teeth hurt  [ID: 67264]
 ##### 
1765. lost in the translation this time  [ID: 195]
 ##### 
1766. futuristic women in skimpy clothes  [ID: 65459]
 ##### 
1767. narc is a no-bull throwback to 1970s action films .  [ID: 65601]
 ##### 
1768. putrid it is not worth the price of the match that should be used to burn every print of the film .  [ID: 2533]
 ##### 
1769. as pure composition and form --  [ID: 60715]
 ##### 
1770. struggling  [ID: 1212]
 ##### 
1771. , you know the picture is in trouble .  [ID: 42618]
 ##### 
1772. his difficult , endless work  [ID: 58663]
 ##### 
1773. that ` alabama ' manages to be pleasant in spite of its predictability  [ID: 5750]
 ##### 
1774. a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy  [ID: 43396]
 ##### 
1775. less-compelling  [ID: 29060]
 ##### 
1776. ... is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap hysterics .  [ID: 13156]
 ##### 
1777. that makes a depleted yesterday feel very much like a brand-new tomorrow  [ID: 9316]
 ##### 
1778. high-octane  [ID: 24736]
 ##### 
1779. terrific 10th-grade learning tool  [ID: 54405]
 ##### 
1780. opportunists  [ID: 35599]
 ##### 
1781. the chance it affords to watch jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad  [ID: 55088]
 ##### 
1782. is muted  [ID: 54623]
 ##### 
1783. profoundly stupid affair  [ID: 62609]
 ##### 
1784. an energetic and engaging film that never pretends to be something it is n't .  [ID: 2468]
 ##### 
1785. makes shanghai ghetto move beyond a good , dry , reliable textbook  [ID: 40513]
 ##### 
1786. a fine-looking film with a bouncy score and  [ID: 64680]
 ##### 
1787. personable , amusing  [ID: 6617]
 ##### 
1788. superbly  [ID: 11345]
 ##### 
1789. self-discovery handled with such sensitivity  [ID: 22322]
 ##### 
1790. there 's a delightfully quirky movie to be made from curling , but brooms is n't it .  [ID: 6380]
 ##### 
1791. not a must-own  [ID: 35053]
 ##### 
1792. a heck of a ride  [ID: 46090]
 ##### 
1793. pleasant tale  [ID: 56204]
 ##### 
1794. sweet-tempered comedy  [ID: 14921]
 ##### 
1795. mama africa pretty much delivers on that promise .  [ID: 49757]
 ##### 
1796. as saccharine movies go  [ID: 56804]
 ##### 
1797. an improvement on the feeble examples of big-screen poke-mania that have preceded it  [ID: 29112]
 ##### 
1798. big-hearted  [ID: 2834]
 ##### 
1799. doofus  [ID: 60018]
 ##### 
1800. an insultingly inept and artificial examination of grief and its impacts upon the relationships of the survivors  [ID: 54921]
 ##### 
1801. that is definitely meaningless , vapid and devoid of substance  [ID: 65491]
 ##### 
1802. in this colorful bio-pic of a mexican icon  [ID: 47578]
 ##### 
1803. while centered on the life experiences of a particular theatrical family , this marvelous documentary touches -- ever so gracefully -- on the entire history of the yiddish theater , both in america and israel .  [ID: 7762]
 ##### 
1804. the 1989 paradiso will prefer this new version  [ID: 66736]
 ##### 
1805. , has solid acting and a neat premise  [ID: 3533]
 ##### 
1806. think of a film more cloyingly sappy than evelyn  [ID: 18966]
 ##### 
1807. vowing , ` this is going to be something really good  [ID: 60736]
 ##### 
1808. film ' in the worst sense of the expression  [ID: 26772]
 ##### 
1809. hypocritical work  [ID: 53302]
 ##### 
1810. offers a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a hollywood film .  [ID: 50708]
 ##### 
1811. the unnamed , easily substitutable forces  [ID: 20279]
 ##### 
1812. own meager weight  [ID: 51908]
 ##### 
1813. strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder .  [ID: 25279]
 ##### 
1814. it is exactly what it wants to be : an atrociously , mind-numbingly , indescribably bad movie  [ID: 37932]
 ##### 
1815. gives us another peek at some of the magic we saw in glitter here in wisegirls .  [ID: 32042]
 ##### 
1816. should be expected from any movie with a `` 2 '' at the end of its title .  [ID: 21073]
 ##### 
1817. keep - 'em  [ID: 65523]
 ##### 
1818. the screen in frustration  [ID: 54133]
 ##### 
1819. pay reparations to viewers  [ID: 42067]
 ##### 
1820. has a bracing truth that 's refreshing after the phoniness of female-bonding pictures like divine secrets of the ya-ya sisterhood .  [ID: 1262]
 ##### 
1821. kwan is a master of shadow , quietude , and room noise  [ID: 53793]
 ##### 
1822. too is a bomb .  [ID: 56715]
 ##### 
1823. start reading your scripts before signing that dotted line .  [ID: 34539]
 ##### 
1824. , the stories are quietly moving .  [ID: 56413]
 ##### 
1825. it 's a bargain-basement european pickup .  [ID: 65303]
 ##### 
1826. it certainly got lost in the `` soon-to-be-forgettable '' section of the quirky rip-off prison romp pile .  [ID: 45886]
 ##### 
1827. , provocative and prescient  [ID: 17102]
 ##### 
1828. feel good about themselves  [ID: 10978]
 ##### 
1829. it 's an effort to watch this movie , but  [ID: 59474]
 ##### 
1830. is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story .  [ID: 53794]
 ##### 
1831. billy crystal and robert de niro sleepwalk through vulgarities in a sequel you can refuse .  [ID: 67294]
 ##### 
1832. creates a drama with such a well-defined sense of place and age -- as in , 15 years old --  [ID: 61740]
 ##### 
1833. a prison comedy that never really busts out of its comfy little cell .  [ID: 23471]
 ##### 
1834. deft  [ID: 2331]
 ##### 
1835. not a word of english  [ID: 2055]
 ##### 
1836. this one feels like a life sentence  [ID: 41795]
 ##### 
1837. totally unexpected directions  [ID: 21388]
 ##### 
1838. faux-urban  [ID: 36791]
 ##### 
1839. be played out in any working class community in the nation  [ID: 48316]
 ##### 
1840. allows us to be transported into the life of wladyslaw szpilman , who is not only a pianist , but a good human being  [ID: 65448]
 ##### 
1841. , bad , bad movie  [ID: 22776]
 ##### 
1842. a larger-than-life figure  [ID: 32098]
 ##### 
1843. black hawk down and we were soldiers  [ID: 25007]
 ##### 
1844. a minor miracle of self-expression  [ID: 36730]
 ##### 
1845. engrossing  [ID: 42483]
 ##### 
1846. , mr. murray , a prolific director of music videos , stuffs his debut with more plot than it can comfortably hold .  [ID: 13581]
 ##### 
1847. , memorable cinematic experience  [ID: 31272]
 ##### 
1848. made watchable by a bravura performance  [ID: 53251]
 ##### 
1849. return to never land is much more p.c. than the original version ( no more racist portraits of indians , for instance ) , but the excitement is missing .  [ID: 46266]
 ##### 
1850. 's just hard to believe that a life like this can sound so dull .  [ID: 58193]
 ##### 
1851. allows his cast the benefit of being able to give full performances ...  [ID: 60743]
 ##### 
1852. romanek 's themes are every bit as distinctive as his visuals .  [ID: 37601]
 ##### 
1853. version of the irresponsible sandlerian manchild , undercut by the voice of the star of road trip  [ID: 48432]
 ##### 
1854. stalls  [ID: 10357]
 ##### 
1855. debilitating  [ID: 11390]
 ##### 
1856. an iconoclastic artist  [ID: 21738]
 ##### 
1857. three words : thumbs friggin ' down  [ID: 16255]
 ##### 
1858. beautifully shot , delicately scored and powered by a set of heartfelt performances  [ID: 59687]
 ##### 
1859. does n't sustain a high enough level of invention .  [ID: 11445]
 ##### 
1860. motivated by nothing short of dull , brain-deadening hangover  [ID: 40654]
 ##### 
1861. an 8-year-old channeling roberto benigni  [ID: 62772]
 ##### 
1862. top-notch action powers  [ID: 47128]
 ##### 
1863. the , yes , snail-like pacing  [ID: 210]
 ##### 
1864. with phony humility barely camouflaging grotesque narcissism  [ID: 65173]
 ##### 
1865. his secret life enters the land of unintentional melodrama and tiresome love triangles  [ID: 31743]
 ##### 
1866. was n't all that great to begin with  [ID: 17342]
 ##### 
1867. bittersweet film  [ID: 52038]
 ##### 
1868. an absolute delight  [ID: 13097]
 ##### 
1869. live the mood  [ID: 64067]
 ##### 
1870. changing lanes is also a film of freshness , imagination and insight .  [ID: 38939]
 ##### 
1871. should be themselves  [ID: 41619]
 ##### 
1872. weighs down his capricious fairy-tale  [ID: 51030]
 ##### 
1873. to break free of her old life  [ID: 30074]
 ##### 
1874. watch people  [ID: 22618]
 ##### 
1875. the death of self ... this orgasm ( wo n't be an ) exceedingly memorable one for most people  [ID: 18490]
 ##### 
1876. those who do n't entirely ` get ' godard 's distinctive discourse will still come away with a sense of his reserved but existential poignancy .  [ID: 910]
 ##### 
1877. it 's dull , spiritless , silly and monotonous : an ultra-loud blast of pointless mayhem , going nowhere fast .  [ID: 40472]
 ##### 
1878. arresting image  [ID: 38868]
 ##### 
1879. loud , silly , stupid and pointless .  [ID: 20085]
 ##### 
1880. pretend the whole thing never existed  [ID: 31869]
 ##### 
1881. see it as soon as possible  [ID: 23837]
 ##### 
1882. it lacks a strong narrative  [ID: 49712]
 ##### 
1883. this did n't connect with me would require another viewing  [ID: 51171]
 ##### 
1884. 's a great deal of corny dialogue and preposterous moments  [ID: 19268]
 ##### 
1885. , the movie 's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker 's flailing reputation .  [ID: 24988]
 ##### 
1886. to realize that as far as these shootings are concerned , something is rotten in the state of california  [ID: 6832]
 ##### 
1887. andrei  [ID: 11590]
 ##### 
1888. ' the play more has partly closed it down .  [ID: 36845]
 ##### 
1889. leaden and predictable  [ID: 30172]
 ##### 
1890. the depths  [ID: 11696]
 ##### 
1891. fierce competition  [ID: 14545]
 ##### 
1892. modestly surprising  [ID: 57386]
 ##### 
1893. this comic gem is as delightful as it is derivative .  [ID: 239]
 ##### 
1894. beautifully crafted and cooly unsettling ...  [ID: 8161]
 ##### 
1895. friday the 13th by way of clean and sober ,  [ID: 64221]
 ##### 
1896. a coma-like state  [ID: 13557]
 ##### 
1897. , ms. shreve 's novel proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast .  [ID: 43236]
 ##### 
1898. , walt becker 's film pushes all the demographically appropriate comic buttons .  [ID: 62950]
 ##### 
1899. is n't the actor to save it .  [ID: 2601]
 ##### 
1900. teddy bears '  [ID: 7277]
 ##### 
1901. fully ` rendered '  [ID: 36538]
 ##### 
1902. i 'm sorry to say that this should seal the deal - arnold is not , nor will he be , back .  [ID: 65619]
 ##### 
1903. dahmer  [ID: 13816]
 ##### 
1904. most effective if used as a tool to rally anti-catholic protestors  [ID: 48970]
 ##### 
1905. enticing and often funny documentary .  [ID: 62637]
 ##### 
1906. all the more compelling  [ID: 28082]
 ##### 
1907. the canadian 's inane ramblings  [ID: 47642]
 ##### 
1908. never comes close to being either funny or scary  [ID: 57945]
 ##### 
1909. relieved that his latest feature , r xmas , marks a modest if encouraging return to form  [ID: 56167]
 ##### 
1910. just does n't have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy .  [ID: 46082]
 ##### 
1911. an attention to detail  [ID: 14474]
 ##### 
1912. 's the perfect star vehicle for grant , allowing him to finally move away from his usual bumbling , tongue-tied screen persona .  [ID: 25850]
 ##### 
1913. weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise .  [ID: 455]
 ##### 
1914. , it suffers from the awkwardness that results from adhering to the messiness of true stories .  [ID: 8065]
 ##### 
1915. more time appears to have gone into recruiting the right bands for the playlist and the costuming of the stars than into the script , which has a handful of smart jokes and not much else .  [ID: 12956]
 ##### 
1916. cinematic disaster  [ID: 30359]
 ##### 
1917. hard to like a film so cold and dead  [ID: 34339]
 ##### 
1918. the characters are more deeply thought through than in most ` right-thinking ' films .  [ID: 6910]
 ##### 
1919. may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence .  [ID: 26976]
 ##### 
1920. bad at a fraction the budget  [ID: 18971]
 ##### 
1921. funny , triumphant ,  [ID: 530]
 ##### 
1922. awful movie  [ID: 11530]
 ##### 
1923. showcase the canadian 's inane ramblings  [ID: 3836]
 ##### 
1924. phrase ` life affirming '  [ID: 1605]
 ##### 
1925. we really have n't had a good cheesy b-movie playing in theaters since ... well ... since last week 's reign of fire  [ID: 54341]
 ##### 
1926. kissing  [ID: 27356]
 ##### 
1927. is a gentle film with dramatic punch , a haunting ode to humanity  [ID: 31381]
 ##### 
1928. war  [ID: 64099]
 ##### 
1929. why anyone in his right mind would even think to make the attraction a movie  [ID: 62890]
 ##### 
1930. claustrophobic  [ID: 22363]
 ##### 
1931. a dysfunctional parent-child relationship  [ID: 64682]
 ##### 
1932. this movie , by necessity , lacks fellowship 's heart  [ID: 50288]
 ##### 
1933. by labored writing and slack direction  [ID: 50793]
 ##### 
1934. it 's a quirky , off-beat project .  [ID: 41283]
 ##### 
1935. that was a deserved co-winner of the audience award for documentaries at the sundance film festival  [ID: 17309]
 ##### 
1936. have completely forgotten the movie by the time you get back to your car in the parking lot  [ID: 26503]
 ##### 
1937. preachy  [ID: 51712]
 ##### 
1938. a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer  [ID: 41586]
 ##### 
1939. a dashing and resourceful hero ; a lisping , reptilian villain ; big fights ; big hair  [ID: 27789]
 ##### 
1940. forget its absurdity  [ID: 26183]
 ##### 
1941. it 's a day at the beach -- with air conditioning and popcorn .  [ID: 49908]
 ##### 
1942. with flabby rolls  [ID: 42755]
 ##### 
1943. pascale bailly 's rom-com provides amélie 's audrey tautou with another fabuleux destin -- i.e. , a banal spiritual quest .  [ID: 29153]
 ##### 
1944. what begins as a conventional thriller evolves into a gorgeously atmospheric meditation on life-changing chance encounters .  [ID: 5011]
 ##### 
1945. is the awkwardly paced soap opera-ish story .  [ID: 20187]
 ##### 
1946. grows thin soon  [ID: 50206]
 ##### 
1947. despite slick production values and director roger michell 's tick-tock pacing , the final effect is like having two guys yelling in your face for two hours .  [ID: 3240]
 ##### 
1948. a technical triumph and an extraordinary  [ID: 46205]
 ##### 
1949. is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that does n't reveal even a hint of artifice .  [ID: 34143]
 ##### 
1950. khouri manages , with terrific flair , to keep the extremes of screwball farce and blood-curdling family intensity on one continuum .  [ID: 87]
 ##### 
1951. are paper-thin , and their personalities undergo radical changes when it suits the script  [ID: 14580]
 ##### 
1952. they finally feel absolutely earned  [ID: 8097]
 ##### 
1953. you 've seen it all before  [ID: 56723]
 ##### 
1954. at the one-hour mark , herzog simply runs out of ideas and the pace turns positively leaden as the movie sputters to its inevitable tragic conclusion .  [ID: 52572]
 ##### 
1955. it is a likable story , told with competence .  [ID: 1708]
 ##### 
1956. lingering creepiness one  [ID: 34831]
 ##### 
1957. talk to her is so darned assured , we have absolutely no idea who the main characters are until the film is well under way -- and yet it 's hard to stop watching .  [ID: 4091]
 ##### 
1958. undercut  [ID: 47750]
 ##### 
1959. dong never pushes for insights beyond the superficial tensions of the dynamic he 's dissecting , and the film settles too easily along the contours of expectation .  [ID: 2641]
 ##### 
1960. incoherent , instantly disposable  [ID: 38353]
 ##### 
1961. unmentionable  [ID: 22050]
 ##### 
1962. i 'd rather watch them on the animal planet .  [ID: 14478]
 ##### 
1963. sad but  [ID: 3525]
 ##### 
1964. better still , he does all of this , and more , while remaining one of the most savagely hilarious social critics this side of jonathan swift .  [ID: 29489]
 ##### 
1965. recommended -- as visually bland as a dentist 's waiting room , complete with soothing muzak  [ID: 51152]
 ##### 
1966. the glorious chicanery and self-delusion of this most american of businesses  [ID: 34250]
 ##### 
1967. romp that has something to say .  [ID: 1847]
 ##### 
1968. be a straightforward bio  [ID: 9954]
 ##### 
1969. it reaffirms life as it looks in the face of death .  [ID: 48270]
 ##### 
1970. the payoff  [ID: 45349]
 ##### 
1971. , it has some special qualities and the soulful gravity of crudup 's anchoring performance .  [ID: 39097]
 ##### 
1972. is not , nor will he be , back  [ID: 32648]
 ##### 
1973. a heart , mind or humor  [ID: 50808]
 ##### 
1974. a bilingual charmer  [ID: 55437]
 ##### 
1975. is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she 'll become her mother before she gets to fulfill her dreams .  [ID: 42993]
 ##### 
1976. there is plenty of room for editing , and a much shorter cut surely would have resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue  [ID: 22163]
 ##### 
1977. the performances of pacino , williams , and swank keep the viewer wide-awake all the way through .  [ID: 48268]
 ##### 
1978. we admire this film for its harsh objectivity and refusal to seek our tears , our sympathies .  [ID: 11315]
 ##### 
1979. distracted rhythms  [ID: 64125]
 ##### 
1980. the problem is the needlessly poor quality of its archival prints and film footage .  [ID: 31974]
 ##### 
1981. 'm not sure which is worse : the poor acting by the ensemble cast , the flat dialogue by vincent r. nebrida or the gutless direction by laurice guillen .  [ID: 45085]
 ##### 
1982. an energetic , extreme-sports adventure  [ID: 60098]
 ##### 
1983. , those farts got to my inner nine-year-old  [ID: 51390]
 ##### 
1984. charm or texture  [ID: 12369]
 ##### 
1985. knows , and very likely is  [ID: 7953]
 ##### 
1986. the film has a gentle , unforced intimacy that never becomes claustrophobic .  [ID: 59041]
 ##### 
1987. lee seems just as expectant of an adoring , wide-smiling reception .  [ID: 31947]
 ##### 
1988. charm , generosity and diplomacy  [ID: 40420]
 ##### 
1989. a sweet treasure and something  [ID: 66502]
 ##### 
1990. need to try very hard  [ID: 15434]
 ##### 
1991. immensely  [ID: 31724]
 ##### 
1992. does n't have a single surprise up its sleeve .  [ID: 57176]
 ##### 
1993. nice little story  [ID: 4289]
 ##### 
1994. an amicable endeavor  [ID: 47354]
 ##### 
1995. out of eudora welty  [ID: 9165]
 ##### 
1996. the low-grade cheese standards on which it operates  [ID: 2225]
 ##### 
1997. we 've seen it all before in one form or another  [ID: 63894]
 ##### 
1998. follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity  [ID: 6608]
 ##### 
1999. ludicrous and contrived plot  [ID: 20302]
 ##### 
2000. long , intricate , star-studded  [ID: 6122]
 ##### 
2001. he can be forgiven for frequently pandering to fans of the gross-out comedy  [ID: 29155]
 ##### 
2002. do n't feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold  [ID: 5100]
 ##### 
2003. what a great way to spend 4 units of your day .  [ID: 48481]
 ##### 
2004. a sham construct based on theory , sleight-of-hand , and ill-wrought hypothesis .  [ID: 13257]
 ##### 
2005. , peculiar and always entertaining costume drama  [ID: 22897]
 ##### 
2006. unfortunately also  [ID: 3753]
 ##### 
2007. which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard  [ID: 33197]
 ##### 
2008. is still fun and enjoyable and so aggressively silly that it 's more than a worthwhile effort .  [ID: 23967]
 ##### 
2009. inherently caustic and  [ID: 7156]
 ##### 
2010. beautiful , angry and sad  [ID: 6208]
 ##### 
2011. suggest possibilities which imbue the theme with added depth and resonance  [ID: 60687]
 ##### 
2012. connect with on any deeper level  [ID: 51316]
 ##### 
2013. delivering a wholesome fantasy for kids  [ID: 25368]
 ##### 
2014. head-turner  [ID: 64001]
 ##### 
2015. the bai brothers have taken an small slice of history and opened it up for all of us to understand , and they 've told a nice little story in the process .  [ID: 58752]
 ##### 
2016. after an uncertain start , murder hits and generally sustains a higher plateau with bullock 's memorable first interrogation of gosling .  [ID: 52944]
 ##### 
2017. franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance sonny needs to overcome gaps in character development and story logic  [ID: 45922]
 ##### 
2018. as a vehicle to savor binoche 's skill  [ID: 50096]
 ##### 
2019. consistent embracing humanity  [ID: 8902]
 ##### 
2020. the libretto directs , ideally capturing the opera 's drama and lyricism  [ID: 34292]
 ##### 
2021. a fifty car pileup of cliches .  [ID: 8515]
 ##### 
2022. opportunity to make absurdist observations  [ID: 42667]
 ##### 
2023. tired old  [ID: 12485]
 ##### 
2024. is fatal for a film that relies on personal relationships  [ID: 11081]
 ##### 
2025. astounding on any number of levels  [ID: 39145]
 ##### 
2026. lovably  [ID: 16750]
 ##### 
2027. for the under-7 crowd  [ID: 50977]
 ##### 
2028. to stand tall with pryor , carlin and murphy  [ID: 58819]
 ##### 
2029. those so-so films that could have been much better  [ID: 175]
 ##### 
2030. is a hoot ,  [ID: 59835]
 ##### 
2031. to string together enough charming moments to work  [ID: 6957]
 ##### 
2032. that 's apparently just what ( aniston ) has always needed to grow into a movie career  [ID: 29766]
 ##### 
2033. a fantastically vital movie  [ID: 3120]
 ##### 
2034. most fish stories are a little peculiar , but this is one that should be thrown back in the river .  [ID: 9513]
 ##### 
2035. a ` girls gone wild ' video for the boho art-house crowd , the burning sensation is n't a definitive counter-cultural document  [ID: 1977]
 ##### 
2036. at every opportunity to do something clever , the film goes right over the edge and kills every sense of believability ... all you have left  [ID: 5345]
 ##### 
2037. a coming-of-age tale from new zealand whose boozy , languid air is balanced by a rich visual clarity and deeply  [ID: 30904]
 ##### 
2038. a compelling , gut-clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day  [ID: 41796]
 ##### 
2039. below expectations  [ID: 38001]
 ##### 
2040. it 's so poorly made , on all levels , that it does n't even qualify as a spoof of such  [ID: 6856]
 ##### 
2041. an uneasy marriage  [ID: 52671]
 ##### 
2042. a streetwise mclaughlin group  [ID: 2234]
 ##### 
2043. city by the sea swings from one approach to the other , but in the end , it stays in formula -- which is a waste of de niro , mcdormand and the other good actors in the cast .  [ID: 54055]
 ##### 
2044. an exhilarating experience .  [ID: 31302]
 ##### 
2045. lackadaisical plotting and mindless action  [ID: 65360]
 ##### 
2046. vereté has a whip-smart sense of narrative bluffs .  [ID: 3295]
 ##### 
2047. has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references .  [ID: 26995]
 ##### 
2048. anything sandler  [ID: 66907]
 ##### 
2049. both exude an air of dignity that 's perfect for the proud warrior that still lingers in the souls of these characters .  [ID: 66877]
 ##### 
2050. charismatic  [ID: 23005]
 ##### 
2051. o fantasma is boldly , confidently orchestrated , aesthetically and sexually  [ID: 26059]
 ##### 
2052. an invaluable historical document thanks to the filmmaker 's extraordinary access to massoud , whose charm , cultivation and devotion to his people are readily apparent .  [ID: 33988]
 ##### 
2053. conspicuous  [ID: 39416]
 ##### 
2054. to see two academy award winning actresses ( and one academy award winning actor ) succumb to appearing in this junk that 's tv sitcom material at best  [ID: 42784]
 ##### 
2055. enormously good  [ID: 57182]
 ##### 
2056. emaciated flick  [ID: 854]
 ##### 
2057. before it collapses into exactly the kind of buddy cop comedy  [ID: 32606]
 ##### 
2058. littered with zero-dimensional , unlikable characters and hackneyed , threadbare comic setups  [ID: 33598]
 ##### 
2059. a lot smarter than your average bond .  [ID: 5984]
 ##### 
2060. craven endorses they simply because this movie makes his own look much better by comparison  [ID: 28098]
 ##### 
2061. there is a subversive element to this disney cartoon , providing unexpected fizzability .  [ID: 29400]
 ##### 
2062. offend  [ID: 11641]
 ##### 
2063. fast , frenetic , funny , even punny 6  [ID: 8593]
 ##### 
2064. schütte 's dramatic snapshot  [ID: 2693]
 ##### 
2065. bargain-basement  [ID: 12717]
 ##### 
2066. inventive , consistently intelligent and  [ID: 43414]
 ##### 
2067. and there 's the inimitable diaz , holding it all together .  [ID: 24092]
 ##### 
2068. like a party  [ID: 29254]
 ##### 
2069. is wrong in its sequel .  [ID: 65642]
 ##### 
2070. tsai has a well-deserved reputation as one of the cinema world 's great visual stylists ,  [ID: 36592]
 ##### 
2071. it 's possible that something hip and transgressive was being attempted here that stubbornly refused to gel  [ID: 24234]
 ##### 
2072. a serious contender for the title  [ID: 4645]
 ##### 
2073. dramatize life 's messiness  [ID: 56424]
 ##### 
2074. annoying ,  [ID: 29997]
 ##### 
2075. with wit it plays like a reading from bartlett 's familiar quotations  [ID: 62232]
 ##### 
2076. not-so-small problem  [ID: 23934]
 ##### 
2077. been there , done that ,  [ID: 23387]
 ##### 
2078. useless actioners  [ID: 7183]
 ##### 
2079. poetic force  [ID: 42356]
 ##### 
2080. sin  [ID: 9942]
 ##### 
2081. hopelessly  [ID: 19779]
 ##### 
2082. beautifully animated epic  [ID: 7364]
 ##### 
2083. entirely witless and inane ,  [ID: 58247]
 ##### 
2084. re-fried  [ID: 26491]
 ##### 
2085. a pulpy concept that , in many other hands would be completely forgettable  [ID: 50786]
 ##### 
2086. a great shame that such a talented director as chen kaige has chosen to make his english-language debut with a film  [ID: 33326]
 ##### 
2087. a frustrating ` tweener ' --  [ID: 41972]
 ##### 
2088. originality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chiller .  [ID: 42359]
 ##### 
2089. sustains a higher plateau with bullock 's memorable first interrogation of gosling  [ID: 10786]
 ##### 
2090. majestic  [ID: 57796]
 ##### 
