text,label,idx,index
"The president could not approve the bill, couldn't he?",1,4509,4509
He swatted her.,1,6112,6112
Which book about Ulysses did you say that you would read?,1,7902,7902
John couldn't leave the party.,1,4376,4376
This is the student pictures of whom appeared in the newspaper.,1,4883,4883
This window just opens itself.,1,2425,2425
"So that he could escape, Jason became invisible",1,8327,8327
Lora buttered at the toast with unsalted butter.,0,2611,2611
The horse groomed itself.,0,3174,3174
Jorge was the one.,1,5983,5983
How are you feeling?,1,7819,7819
John offers few suggestions.,1,3486,3486
My mother baked me a birthday cake.,1,3761,3761
John wants to find a solution better than Christine's.,1,5523,5523
It occurred to Pat that Chris knew the answer.,1,5053,5053
Any student must work hard.,1,6358,6358
John saw the man with a telescope.,1,3611,3611
She was kissed him.,0,6123,6123
Gilgamesh may have quickly cast the spell,1,7797,7797
What's actually happening in London at the moment is immensely exciting.,1,5087,5087
the people happy with the proposal left.,1,4885,4885
The consul's gift of the gladiator to himself.,1,7844,7844
The accountant was sitting at her desk.,1,6614,6614
The box contains the ball.,1,519,519
It's high time Fiona gets a job.,0,6986,6986
The pillow remained stuffed with feathers.,1,2442,2442
Carrie touched the stick into the cat.,0,2842,2842
Harriet swooned.,1,6870,6870
Either Professor Swansong or the graduate students is going to proctor the exam.,0,7085,7085
I sent the package all the way around the world.,1,2038,2038
Which book he read the book was that one.,0,5125,5125
David constructed a house.,1,2944,2944
"That he was sick, we talked about for days.",1,4764,4764
Ellen told Helen.,1,3046,3046
The wall banged with the grocery cart.,0,2830,2830
Tom denied which book he had been reading.,0,4790,4790
The piano which I disliked the boy's playing loudly was badly out of tune.,1,1434,1434
She writes more clearly than she speaks.,1,5393,5393
Mary persuaded to leave John.,0,709,709
The teacher hated the pupils angry.,0,2513,2513
"Although Doc might tell it to you, he won't to me.",1,930,930
"You can do it, but you better not.",1,4519,4519
Chris became quite conservative and trying to change their minds.,0,7020,7020
"Fred can well imagine Joe getting fatter, the more he eats.",1,139,139
Tony broke herself on the ann.,0,3241,3241
She fell into a sulk.,1,2066,2066
We rummaged the desk for papers.,0,2354,2354
I gave her so.,0,5493,5493
The man loved peanut butter cookies.,1,5639,5639
It is of physics.,0,7395,7395
Gwen exchanged the dress for Mary.,1,2757,2757
The prudish linguist didn't enjoy looking at the internet.,1,5681,5681
Peter is owners of pigs.,0,8181,8181
Where did John put the books?,1,4773,4773
The fence hit with a stick.,0,2802,2802
Marlene dressed her body.,0,3173,3173
"No student, who scored 80 or more in the exam, was ever failed.",0,4946,4946
"This $500 bribe will cost the government $500,000 to prove that Senator Jones accepted.",1,5029,5029
Connie has become of the opinion that we should get out.,0,7015,7015
The cook boned the fish of its backbone.,0,2485,2485
"The candidate was dogged by charges of infidelity, or at least trying to.",0,955,955
This large parcel is very heavy.,1,6652,6652
Confiscate any liquor.,1,6449,6449
The crowd vanished.,1,3348,3348
How much headway is he likely to make.,1,7606,7606
The garden is certain to be planted with roses by the gardener.,1,6929,6929
The president appointed Smith as press secretary.,1,2387,2387
I funneled the bottle with the mixture.,0,2561,2561
Too many vehicles are damaged by salt.,1,6707,6707
They represented to the dean Mary as a genuine linguist.,0,751,751
The panther's coat is dark black.,1,5822,5822
She was kissed.,1,6122,6122
Emma slighted Miss Bates.,1,6691,6691
John is taller than that man is.,1,1168,1168
Phyllis dyed the dress.,1,2913,2913
He figured out Ann.,0,1144,1144
Martha climbed the mountain.,1,2255,2255
Carla slid the books across the table.,1,2675,2675
This book is too dense to be read in one sitting.,1,487,487
John mentioned to me that the question is an issue.,1,4057,4057
How carefully have you considered your future career?,1,4831,4831
Felicia kicked the ball out the window.,1,2014,2014
That Fido barks annoys me.,1,5058,5058
Who did that Plato loved seem to be known by everyone.,0,8054,8054
I saw him ever.,0,8428,8428
Gilgamesh perhaps should be leaving.,1,8543,8543
No student who scored 80 or more in the exam was ever failed.,1,4945,4945
Fruit hit the roof against the ground.,0,533,533
Into which room did Jeeves sauntered?,1,6640,6640
The police might plant the drugs in the apartment.,1,5718,5718
The army lodged the soldiers in the schoolhouse.,1,2192,2192
John did not like Mary.,1,7480,7480
Gilgamesh missed Aphrodite,1,8450,8450
"Tom washed the car, and Dick waxed the car.",1,1549,1549
Mary really appreciates and constantly praises herself and Sue knows it.,1,7541,7541
I loved intensely the policeman with all my heart.,0,5796,5796
John to love Mary would be doubtful.,0,786,786
"Tom wanted to go home, but Peter didn't want to.",1,4483,4483
John will have been eating enthusiastically cake.,0,7435,7435
Gas escaped the tube.,1,565,565
Agamemnon stopped Jason from casting the spell,1,8330,8330
Every boy named a planet.,1,1003,1003
It was not until I was perhaps twenty-five or thirty that I read them and enjoyed them.,1,5107,5107
John eats more.,1,5373,5373
Water emptied the cup.,0,581,581
What is John easy to do?,1,3507,3507
"When Kim was in China, I was too.",1,4534,4534
A cat jumped onto the table.,1,2462,2462
A piano was given to Jane Fairfax by Frank Churchill.,1,6709,6709
I consider him immoral.,1,3780,3780
She is as brilliant a woman as her mother.,1,5469,5469
We were wondering who did you meet at the conference.,1,6757,6757
It never occurred to Harvey that I might want to leave because he is insensitive to other people's desires.,1,1566,1566
Terry touched at the cat.,0,2154,2154
Who do you guess will be here?,1,4844,4844
It rained.,1,5902,5902
All the dragons had escaped.,1,8254,8254
Don't you even touch that!,1,4517,4517
Himself laughs.,0,7560,7560
It is very difficult to get an idea for a book simply from an interview.,1,2126,2126
"Sandy taught the children the alphabet, but only got as far as the letter `` r ''.",1,2114,2114
"They play unusual music, and I listen to unusual music.",1,7172,7172
Maggie hurried her sister.,1,3408,3408
I believed these students all to like John.,1,471,471
It is this hat that I know the boy who is wearing.,0,1671,1671
Have the kids arrived safely?,1,3745,3745
The men were arrested all.,0,715,715
"In the classroom, the teacher praised John, whom I also respect.",1,4941,4941
This girl in the red dress must put a picture of Bill on your desk.,1,7168,7168
The room was left angry.,0,725,725
Selina touched the horse on the back.,1,2359,2359
"Mary claimed that eat cabbage, Holly wants to.",1,866,866
Constantly reading Shakespeare satisfied me,1,7940,7940
They wanted to leave tomorrow or on Tuesday.,1,7023,7023
"Mary came to read Fred's story, and I also came to.",0,852,852
What John did to the wall was paint it.,1,631,631
Mary got heard to insult her parents.,0,4737,4737
Bill broke the bathtub into pieces.,1,15,15
The three sunbathers went swimming.,1,7261,7261
Paula hit the fence.,1,2242,2242
She writes clearly enough.,1,5468,5468
A review came out yesterday of this article.,1,1483,1483
"Sally might be pregnant, and I know a girl who definitely is pregnant.",1,1725,1725
Chris must liking syntax.,1,3504,3504
The guide has been taken John to the library.,0,4613,4613
Herman whipped the cream.,1,2884,2884
Each other's houses appear to the women to be garish.,1,1068,1068
I explained it to Bill that she was lying.,1,1569,1569
We talked about that our perspectives had changed over the years and the issues we had worked on as students.,0,7124,7124
The child never became crazy.,1,4429,4429
They surrounded.,0,7343,7343
All through the mountains raged a fire.,1,3297,3297
Lee solved the puzzle how Kim solved it.,0,5124,5124
Ellen warned that melons were selling.,1,3092,3092
down the hill rolled John.,1,351,351
John believes it to be obvious that Bill left.,1,7671,7671
Jason whispered the phoenix had escaped,0,8299,8299
Water pours easily onto the plants.,0,2581,2581
Clean your desk before tomorrow.,1,7141,7141
It would be possible for the president not to approve the bill.,1,4498,4498
Tom tends to avoid confrontations.,1,4050,4050
"Hate those who criticize Carter though he may, it doesn't matter.",1,5318,5318
Bill will put a picture of she her on your desk before tomorrow.,0,7140,7140
Tony bent the table with the rod.,0,3249,3249
Jean is reluctant to leave.,1,6233,6233
In the church sang a choir.,1,2466,2466
Mary will complete her exam within an hour.,1,7368,7368
There seemed to be a fountain in the park.,1,4310,4310
I cut the bread with this knife.,1,2225,2225
Water bubbled out of the kettle.,1,597,597
The man eager to start the meeting is John's sister.,1,4197,4197
Water filled the pail.,1,2402,2402
John perfectly shot the ball.,0,698,698
What did Bill claim that he read?,1,6182,6182
Medea tried her to leave.,0,7799,7799
We voted for me.,0,1056,1056
Patrick to leave is likely.,0,6119,6119
I said this he left,0,8349,8349
"He seems to become more corrupt, the more lobbyists any senator talks to.",0,278,278
He was knowing the country well.,0,6798,6798
The problem intrigued us bothered me.,0,4902,4902
Whose tax did the nurse polish her trombone and the plumber compute?,0,1272,1272
John wants to win.,1,462,462
Can the child read the book?,1,4744,4744
He got hit in the face with the tip of a surfboard.,1,4732,4732
We caught them ate the bananas.,0,4007,4007
Sandy sang.,1,2962,2962
That barn has seven pine trees behind itself.,0,1885,1885
John put his gold.,0,3869,3869
What I ate is an apple.,1,5116,5116
We cannot put up with the noise anymore.,1,4711,4711
To be able to buy myself a ticket to France would be a dream.,1,6294,6294
Give the bottle to the baby awake.,0,639,639
little evidence was provided.,1,3472,3472
Sue knows the answer.,1,6907,6907
I see stars.,1,7338,7338
The inspector analyzed the building's soundness.,1,2372,2372
Under the bed is the best place to hide,1,8467,8467
The document was looked into by the lawyer.,1,4692,4692
We associated their subsidiaries with our corporate office.,1,7303,7303
many evidence was provided.,0,3466,3466
She cooked Matt dinner.,1,5895,5895
I intoned that she was happy,1,8471,8471
The cup emptied of water onto the ground.,1,653,653
Jason asked whether that the potion was ready,0,8268,8268
Birds sang in the trees.,1,3206,3206
It's their teaching material that we're using.,1,5072,5072
Mickey pointed that Gary had left out.,0,442,442
"Mrs Bennet having taken the others upstairs, Mr Bingley proposed to.",1,6785,6785
Mary and an old friend who comes from Miami kissed.,1,1720,1720
He kicked the ball.,1,4661,4661
Cynthia ate the peach with a fork.,1,3101,3101
It is readable of the paper.,0,7408,7408
What Jason asked was whether the potion was ready,1,8267,8267
The cat put her catnip toy on the plastic mat.,1,5713,5713
It's probable that in general he understands what's going on.,1,429,429
John was cost $10 by the book.,0,733,733
I funneled the mixture from Edna to Rina.,0,2560,2560
Gilgamesh arrived,1,8264,8264
"Yes, she will.",1,7422,7422
Any pilot on duty today must be flying this plane.,0,6437,6437
Humans love to eat the old pigs.,1,7935,7935
I ate apple.,0,5661,5661
Mary likes herself.,1,7557,7557
Our team played all well.,0,4385,4385
Juliet says that Romeo lies to his parents a lot.,1,5740,5740
Lilly recounted a story to remember because Holly had also recounted a story to.,0,873,873
Cynthia ate.,1,3098,3098
Paula swatted Deirdre on the back.,1,2813,2813
The dog flopped onto the bed.,1,3360,3360
It's under the bed that's the best place to hide,1,7937,7937
Bill confirmed that Roger has eaten the cake.,1,1926,1926
They alleged there to have been many strangers in that garden.,1,817,817
She reminded him of the last time they met.,1,3785,3785
The problem's perception is quite thorough.,0,982,982
"There arrived a tall, red haired and incredibly well dressed man.",1,3833,3833
I asked what John kissed.,1,6193,6193
Jason gave the poisoned clothes to who?,1,7955,7955
That he sometimes went there alone is certain.,1,1506,1506
I loved the policeman intensely with all my heart.,1,5795,5795
That you came early surprised me.,1,5049,5049
My uncle visited today.,1,3795,3795
To protect him is not an easy task.,1,4826,4826
The box gradually contained the ball.,0,525,525
These are the books that we have gone most thoroughly over.,1,4682,4682
They gave the reports which he had brought with him to me.,1,1152,1152
I have gone and bought some whiskey.,1,7051,7051
Willy is taller than Bill by as much as I watch all the games and I know Billy is taller than Dan.,0,1784,1784
John not could leave the town.,0,4505,4505
My brother is an Einstein at maths.,1,4137,4137
Cynthia gobbled the pizza down .,1,3106,3106
John did not rain.,0,4466,4466
Sonatas are easy to play on this violin.,1,1810,1810
John has not sung a song.,1,4436,4436
Some student from Australia speaks Chinese.,1,7150,7150
"John would, because he's such a nice guy, like that.",1,5298,5298
He will put the chair between some table and some sofa.,1,1097,1097
She held at the rail.,0,2759,2759
What Medea attempted was to poison her children.,1,7924,7924
The student met John came.,0,4901,4901
The ball was kicked by him.,1,4662,4662
The door has a fresh coat of paint.,1,2056,2056
Bill pushed Harry off the sofa for hours.,0,66,66
Were you surprised that he stole the watch?,1,5229,5229
Who did you wonder saw Kim?,0,6541,6541
I inquired John to like his beer.,0,5959,5959
Jim was chopping logs when Margaret left and was still at it when she got back.,1,6910,6910
There is any book you could imagine in this library.,1,6468,6468
The audience watched the movie.,1,2423,2423
"He never achieved anything, did he?",1,4589,4589
We contributed her our paycheck.,0,2724,2724
I gave.,1,7346,7346
The magician appeared a dove from his sleeve.,0,2184,2184
"I'm sad, as much as I'm angry.",1,5542,5542
How brave he is!,1,1621,1621
The ball lies completely in the box.,1,621,621
The dentist is likely to examine Pat.,1,4290,4290
Henri will paint the floor for an hour.,1,7372,7372
Willy is taller than Bill is strong and.,0,1769,1769
Smith wants the picture to be removed from the office.,1,4695,4695
I can't remember the name of anybody who had any misgivings.,1,1939,1939
the enemy's destruction of the city was horrific.,1,839,839
Pilots who can fly barrel rolls say that for me to try to do it in a glider would be hazardous.,1,1617,1617
Not more reliable a man could be found.,0,5451,5451
Speaking not English is a disadvantage.,0,4492,4492
Mary thinks whether Bill will come.,0,7445,7445
The paper incorporates the new results.,1,2406,2406
Terry touched the cat.,1,2147,2147
John may leave.,1,4462,4462
Frank bought a piano for Jane.,1,6835,6835
Ellen conferred with Helen about the problem.,1,3075,3075
The pudding which the man who ordered it said would be tasty was a horror show.,0,1218,1218
The elevator rumbled itself to the ground.,0,83,83
John intimately spoke to Mary.,0,700,700
The force of the wind broke the window.,1,605,605
The librarians likes books.,0,7850,7850
To which city and to which conference did Bill go?,1,6570,6570
Which city does Fred think that you believe that John lives in?,1,4846,4846
He washed ourselves.,0,3515,3515
Who do you wonder what bought?,0,5590,5590
The soup had been being eaten when it got spilled.,1,5971,5971
Himself sang to George.,0,5619,5619
The farm finally reached John after much litigation.,0,578,578
the girls likes them.,1,7561,7561
Mary appreciates John and himself.,0,7540,7540
The two boys looked up the high stairs.,1,3591,3591
I assumed to be innocent,0,8128,8128
It is this hat that I believe that he was wearing.,1,1672,1672
Carla slid at the book to Dale.,0,2678,2678
He's bound to should do it,1,8110,8110
He could might go,0,7936,7936
Mary prefers that her ice cream is in a cone.,1,7582,7582
The big man from New York loves bagels with cream cheese.,1,5751,5751
Cats touch easily.,0,2150,2150
Was the child in the school?,1,4426,4426
Fifty pounds seem like a lot of weight to lose in one year.,1,4235,4235
They pushed the prisoners into the truck.,1,3965,3965
John can't even open an umbrella!,1,7511,7511
That you have done it really well is what I meant.,0,5097,5097
That the sun is out was obvious.,0,1522,1522
They prefer for Mary to leave.,1,7265,7265
John put his books in the attic.,1,3825,3825
What the thing cost which I ate almost broke me.,1,1131,1131
Catherine feared that was the Abbey haunted.,0,6755,6755
He treats John very kind.,0,3552,3552
Time flies like an arrow.,1,3719,3719
"While Bob read Fred, he didn't Dickens.",1,915,915
I showed Mary several portraits of herself.,1,7536,7536
John believes that Mary saw himself.,0,7537,7537
He's fool.,0,5433,5433
the pencil with that he is writing broke.,0,4918,4918
John put the book on the table.,1,5897,5897
Smith threw the first baseman the ball.,1,2074,2074
"I think that the more you eat, the less you want.",1,107,107
Hunger fainted Sharon.,0,3169,3169
I don't know the boy who the flowers Mary gave to.,0,1828,1828
"I'm as much of a man as you are, my dear.",1,5416,5416
"We gave any senator enough opportunity and, sure enough, he succumbed to corruption.",0,271,271
Jake threw the ball halfway to Bill.,1,2035,2035
Who does Phineas know a girl who is working with?,0,1205,1205
The more examples Mary says that Bill has helped Fred to discover the less I believe her.,1,183,183
John didn't see anything.,1,6498,6498
I asked the question.,1,5668,5668
The tornadoes that tear through this county every spring is more than just a nuisance.,0,3737,3737
I have getting into college to consider.,1,1760,1760
Here's a razor for it to be announced that you will be shaved with.,0,1655,1655
"If the telephone rang, it could ring itself silly.",1,84,84
We all thought he to be unhappy,0,8433,8433
Julia and Maria wanted to be allowed to perform a play.,1,6793,6793
Carrie touched at the cat.,0,2844,2844
Karen asked where for Jerry to put the chairs.,0,4829,4829
Students objected to the teacher.,1,3577,3577
They caused him to become president by making him.,0,41,41
It was the director that she said she wants to meet.,1,5143,5143
"Dave, Dan, Erin, and Alina left.",1,5600,5600
Cora coiled the rope around the post.,1,2583,2583
Dick's claim that semantics is generative is preposterous.,1,1241,1241
John must do not have eaten.,0,6035,6035
Quickly walks went to the store.,0,5647,5647
Which granny does Aunt Hattie want me to be nice and kiss?,1,1292,1292
That you will marry any particular student is not certain.,1,1978,1978
It snowed.,1,5903,5903
Felicia shipped the box out of the storeroom.,0,2018,2018
Fred tracked the leak to its source.,1,29,29
Sandra hates reading about herself in the tabloids.,1,6292,6292
The city destroyed.,0,3225,3225
I bought some flowers for Manuel.,1,6230,6230
John is running to the car.,1,4425,4425
Dorothy needs the skills in her.,0,3008,3008
Tom seems eager to catch a cold.,1,4079,4079
Kim alienates cats and beats his dog.,1,7025,7025
It seems Sonny to love Cher.,0,6129,6129
Aloe may have an analgesic effect on inflammation and minor skin irritations.,1,4113,4113
I have wanted to meet for many years the man who spent so much money planning the assassination of Kennedy.,1,6585,6585
We hope that such a vaccine could be available in ten years.,1,4060,4060
John made Mary cook Korean food.,1,4010,4010
Two students speak each language.,1,1014,1014
I like Mary and she likes me.,1,7577,7577
Carol cut at the bread.,1,2851,2851
John carried to the door.,0,3956,3956
The boat was sunk to collect the insurance.,1,461,461
Who does Phineas know a girl behind?,0,1207,1207
These fields were marched over by all the armies of Europe.,1,6827,6827
I'm sorry that anybody hates me.,1,5230,5230
We proclaimed sincerely John to be a hero.,0,747,747
Every man surrounded the fort.,0,1042,1042
The cat was being eating.,0,6026,6026
John studied hard to pass the exam.,1,3814,3814
Anson is incredibly difficult to be pleased.,0,8386,8386
He told her the whole story.,1,6859,6859
A ball kicked the man.,1,3428,3428
Who did drink the poison?,1,8000,8000
How much care do you think he would be taking of his patients under those circumstances?,1,7605,7605
Not reading Shakespeare satisfied me,1,8243,8243
Oliver mentioned Charles the problem.,0,3974,3974
The man who was arrested by Officer Bob went mad.,1,1249,1249
A critic thinks that every book is readable.,1,1018,1018
Little did I know that more trouble was just around the corner.,1,4585,4585
This knife doesn't cut.,1,2227,2227
"They said that Tom wouldn't pay up, but pay up he did go to the bank and he did.",1,1742,1742
Ellen complained to Helen.,1,3085,3085
I was eating not a peach but an apple,1,7876,7876
"If my father, he comes home late, my mother always grills him.",0,1822,1822
Smith was scribbling his notes.,1,2924,2924
it convinced Bill that Mary should sleep.,0,7670,7670
I am afraid of tigers and fond of clowns without exception.,1,5779,5779
Sam didn't pick those packages up until it had stopped raining which are to be mailed tomorrow.,0,1469,1469
It is believed to be obvious by everyone that Fred is crazy.,1,5275,5275
To which man did you talk to?,0,4753,4753
There is a hole in John's quilt's upper right-hand corner.,0,1888,1888
I know I bought the book that you recommended.,1,6178,6178
David constructed me a house.,0,2946,2946
"The more people you say that will buy tickets, the happier I'll be.",0,194,194
Amanda drove packages to New York.,1,2708,2708
I funneled the mixture to Rina.,0,2559,2559
John is eager to please Kim.,1,4272,4272
Benjamin gave the cloak 0 and sent the book to Lee,1,7925,7925
Nathan received the cloak from Benjamin,1,7716,7716
What did you put in your box?,1,3621,3621
The oil separated from the vinegar.,1,2315,2315
We donated a chopper to the new hospital,1,7946,7946
each of the girls likes herself.,1,7527,7527
John bit the apple.,1,5931,5931
For John to either make up such a story or repeat it is outrageous.,1,4043,4043
She mumbled.,1,2489,2489
That a review came out yesterday is catastrophic of this article.,0,1491,1491
Mary looked at the sky.,1,3839,3839
June covered the blanket over the baby.,0,2272,2272
Lee wants to meet who Kim hired.,0,5123,5123
Jane left the book on the table.,1,3969,3969
I would dance with Mary or Sue.,1,5183,5183
What the stone did to the whole wall was hit it.,0,635,635
I inquired for John to like his beer.,0,5958,5958
This oven cooks well.,1,2230,2230
Calvin will not eat the beef waffles.,1,6005,6005
Robin arrived most of the way at the station.,0,2110,2110
to hurt oneself is stupid.,1,7650,7650
They sat on Mary.,1,7959,7959
Mary not avoided Bill.,0,4395,4395
Helen wiped the wall of fingerprints.,0,2281,2281
We listened to as little of his speech as possible.,1,4166,4166
Nora pushed against the chair.,1,2714,2714
Who bought that piano for his secret fiancée?,1,6670,6670
Darin has eaten more squid than John has octopus.,1,6313,6313
"Handsome though I believe that Dick is, I'm still going to marry Herman.",1,1749,1749
I inquired that John like his beer.,0,5956,5956
"The later it gets, the more people everyone who likes pays attention to.",0,221,221
Jackie chased after the thief.,1,3397,3397
We have someone in the living room.,1,660,660
She asked a man who was near the window whether it looked like rain.,1,1136,1136
Whether he left!,0,1623,1623
Have social problems made police work difficult?,1,4576,4576
"Almost every cat likes mice, for example Felix doesn't.",1,6509,6509
"Raffi makes pesto pasta, and David does too",1,8236,8236
We peered at the baby.,1,2985,2985
What I've always tended to do is to do my own stretches at home.,1,5089,5089
Everyone hopes that everyone will sleep.,1,7641,7641
"Any senator becomes more corrupt, the more lobbyists he talks to.",1,277,277
John wants to come up with a solution as good as Christine.,1,5522,5522
I lifted the books onto the table.,1,2570,2570
Alex read the newspaper for an hour.,1,2099,2099
I asked for him to eat the asparagus.,1,5846,5846
Rosie loves magazine ads.,1,5595,5595
I spared him the trouble.,1,5671,5671
the book of poems from Blackwell with a red cover by Robert Burns takes a very long time to read.,1,5784,5784
"Kim likes Lee, and to Ronnie.",0,7107,7107
"Enrico, and he is the smartest of us all, got the answer in seven seconds.",1,1872,1872
My brother likes collecting jazz records.,1,6284,6284
the branch dropped its apple free.,1,592,592
Why she told him is unclear.,1,5036,5036
"If Emma had left Hartfield, Mr Woodhouse would have been unhappy.",1,6748,6748
John write books.,0,346,346
The inspector analyzed the soundness in the building.,0,3017,3017
John disappeared.,1,3934,3934
What did he get the impression that the problem really was?,1,4971,4971
Carla poured the pitcher with lemonade.,0,2136,2136
These plants may grow as high as 6 feet.,1,5360,5360
Emily showed himself to Benjamin in the mirror.,0,7944,7944
The more food Mary knows a man that eats the poorer she gets.,0,184,184
John asks which book by his father he read.,1,4801,4801
John made it clear that he would finish it on time.,1,4997,4997
I've kicked more of a man than you have.,0,5404,5404
People from Tucson think very highly of themselves.,1,5582,5582
I will go and bought some whiskey.,0,7056,7056
The professor talked us into a stupor.,1,19,19
John sang beautifully.,1,7000,7000
Tony broke the cup against the wall.,1,3238,3238
John learned a lesson.,1,574,574
Louis begged Kate that he be allowed to shave himself.,1,6262,6262
I broke twigs off those branches.,1,2899,2899
Joan knew the answer.,1,2175,2175
I am anxious for you to arrive on time.,1,3697,3697
Tagalog is speaks in the Philippines.,0,4563,4563
Cynthia devoured .,0,3111,3111
I will if I can work on it.,0,1603,1603
Some sentences can go on and on.,1,3443,3443
"The folks up at corporate headquarters are the sort of people who the sooner you solve this problem, the more easily you'll satisfy.",1,289,289
John heard Mary describe herself.,1,7590,7590
Mary considered he to have loved her.,0,804,804
Which book about herself did Jenny say that Anson had written.,1,7702,7702
He is looked generally on as selfish.,0,4686,4686
"Will, after John comes home, Sally take a shower?",0,5321,5321
Felicia threw the ball off the bench.,1,2012,2012
I want to peruse that contract before damaging it while filing it away.,1,1335,1335
Every politician is worried when the press starts attacking him.,1,381,381
The well gushed oil.,1,3217,3217
The readings of Shakespeare satisfied me,1,8534,8534
You must pick any flower.,0,6355,6355
My heart is pounding my brother.,0,3163,3163
Mary would easily solve the problem.,1,4394,4394
I don't have any potatoes.,1,5170,5170
Snow caps the mountain.,1,3337,3337
I wonder who Mary likes and hopes will win.,1,6565,6565
"Tonight, what Bob cooked yesterday still tastes good.",1,1994,1994
"We had hoped to get three new equipments every month, but we only had enough money to get an equipment every two weeks.",0,3451,3451
Ellen conferred Helen.,0,3080,3080
I handed the ball.,0,7348,7348
The love of my life and father of my children would never do such a thing.,1,3979,3979
Mary managed to go abroad.,1,796,796
More has happened in the last week than will happen in the next year.,1,5361,5361
Spray all the paint onto the wall completely.,1,628,628
Odysseus attempted Odysseus to hear the sirens.,0,8304,8304
few information was provided.,0,3484,3484
We proved Smith conclusively to the authorities to be the thief.,1,760,760
for John to hurt his friends is stupid.,1,7647,7647
Tom told anybody that he wasn't sick.,0,1517,1517
Fruit fell against the house against the ground.,0,538,538
The cup emptied with water.,0,585,585
The old dog died halfway.,0,2112,2112
Bill not destroyed the world.,0,8203,8203
Susan will never sing at weddings.,1,5710,5710
Homer recited the poem about Achilles?,1,8465,8465
John perfectly learned French immediately.,0,690,690
I know a man who John is as tall as is.,0,1172,1172
They caught her without a license is what happened.,0,5096,5096
"After ten ones had left, seven more soldiers came in.",0,1579,1579
I expect soon to see the results.,1,5605,5605
This dough shapes a good loaf.,0,2955,2955
We believed to be omnipotent.,0,7780,7780
"The lady singing with a boy is a genius, isn't she?",0,3739,3739
Anson believed the report.,1,8384,8384
Benjamin gave to Lee it.,0,8155,8155
Robin arrived partway at the station.,0,2108,2108
Several people are sick.,1,7634,7634
Who does Phineas know a girl working with?,0,1208,1208
"She made light, not too surprisingly, of the difficulties we might have at the border.",0,1418,1418
Fruit fell against the house.,0,537,537
At most three teachers assigned homework.,1,5199,5199
He stopped writing poems.,1,5252,5252
"Clearly, John immediately will probably learn French perfectly.",0,692,692
That monkey is eating the banana.,1,7871,7871
The boy who I watched Bill and was vain.,0,1355,1355
Emily showed Benjamin himself in the mirror.,1,7732,7732
All who come will have a good time.,1,2059,2059
Jennie smiled the sandwich.,0,5925,5925
He baked Tom the bread last night.,1,3849,3849
John left very early.,1,3813,3813
I am ashamed that I neglected you.,1,4080,4080
The Minister has arrived.,1,6960,6960
She always clad in black.,0,3189,3189
Which Greek authors does he have books by?,1,1353,1353
She spruced herself up before the job interview.,1,3184,3184
I will read linguistics for an hour.,1,7373,7373
"They melted, broke the ice.",1,7329,7329
Each man lifted a table.,1,1051,1051
Briana showed Justin himself.,1,6222,6222
They may grow as much as six feet high.,1,5552,5552
A man who saw the fly in the food didn't eat dinner.,1,6392,6392
Carmen obtained Mary a spare part.,0,2748,2748
I leave for Paris next week.,1,6958,6958
I like circus performers.,1,5778,5778
It's not the case that every boy has any potatoes.,0,5211,5211
The cattle are herding in the pasture.,1,3319,3319
About 20 liters of acid was poured into the beaker.,1,4606,4606
The truck spread salts.,1,6621,6621
The person with who we were talking left.,0,4922,4922
She is dancing.,1,5626,5626
Type A: It is on Bill that John relies.,1,5132,5132
An example of these substances be tobacco.,1,4227,4227
There are only one chemical substance involved in nerve transmission.,0,4351,4351
The car had a yellow collar on the dog which it injured.,0,1907,1907
He will eat deep fried muffins.,1,6015,6015
That brought the letter is Bill.,0,5129,5129
Bob Dylan is Robert Zimmerman.,1,7576,7576
Every photo of Max and sketch by his students appeared in the magazine.,1,3924,3924
the person whom John gave the book to left.,1,4874,4874
Harriet talked to Emma for hours.,1,6940,6940
Students who fail the final exam will be executed or students who do not do the reading will be executed.,1,1308,1308
Yeltsin saw Stalin holding the bag.,1,5860,5860
Why did John leave?,1,315,315
I wondered whether Medea had fled.,1,8217,8217
"When you eat more, you want correspondingly less.",1,101,101
$10 was cost by this book.,0,731,731
That the march should go ahead and that it should be cancelled has been argued by different people at different times.,0,3808,3808
I like but Tom doesn't like to visit new places.,1,6601,6601
Steve tossed the ball at Anna.,1,2775,2775
To delay the march and to go ahead with it have been argued by different people at different times.,1,3810,3810
What they saw is Bill leave.,0,7587,7587
I stalked game in the woods.,1,2351,2351
"John, who and whose friends you saw, is a fool.",0,6576,6576
Bill understands himself and Mary.,0,1960,1960
Dave left.,1,5598,5598
She tried to may leave,0,8356,8356
"If we invite some philosopher, Max will be offended.",1,1035,1035
"If students study hard, teachers will be happy.",1,3700,3700
Who did Medea poison?,1,8086,8086
A professional dancer would be able to do it.,1,5206,5206
That Jean left is likely.,1,6237,6237
Martha carved a piece of wood into a toy for the baby.,1,2934,2934
There is any book by Chomsky in this library.,0,6465,6465
"On weekdays, Terry eats meat and vegetables, but on weekends, only vegetables.",1,7092,7092
The victims of the earthquake their property was destroyed in the disaster were given temporary housing by the government.,1,4977,4977
I gushed the fountain.,0,3218,3218
Mary loves him.,1,779,779
Paula spanked the naughty child on the back.,1,2824,2824
We offered a job behind her.,0,2727,2727
The dog went crazy.,1,549,549
Tabs are likely to be kept on participants.,1,4279,4279
